,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.06,1.35,1.9,2.09,1.92,1.7,0.83,0.67,0.59,0.66,0.63,0.72,0.52,0.5,0.62,0.89
f_1,2.13,1.06,1.92,1.86,1.65,1.55,0.6,0.6,0.55,0.83,0.56,0.81,0.33,0.52,0.49,0.4
d_1,2.6,2.28,1.05,2.04,1.97,1.86,0.86,0.85,0.71,0.57,0.6,0.57,0.49,0.48,0.32,0.57
c_1,2.02,2.63,2.76,1.06,2.74,1.74,0.89,0.44,0.83,0.77,0.61,0.58,0.47,0.62,0.48,0.51
b_1,2.66,2.87,3.03,1.6,1.06,2.8,1.0,0.79,0.97,1.05,0.96,0.6,0.68,0.58,0.51,0.63
a_1,3.71,3.65,3.4,4.02,1.8,1.07,1.29,1.17,0.95,1.44,1.21,0.89,0.73,1.53,0.77,0.72
h_1,5.12,6.11,4.91,5.17,5.25,3.96,1.33,1.69,1.41,1.98,1.6,1.5,1.7,1.25,1.38,1.31
d_0,4.32,6.76,8.86,7.7,6.04,5.21,2.5,1.52,1.87,2.3,2.05,1.91,1.55,1.59,1.55,1.61
c_0,6.91,7.62,3.96,11.45,5.92,6.16,2.95,2.7,1.5,2.02,2.41,1.88,1.6,1.94,1.5,1.78
g_1,7.43,7.63,6.59,7.05,7.11,5.38,2.07,2.38,2.24,1.32,2.11,2.11,1.2,1.77,1.77,1.88
b_0,6.32,7.59,6.68,9.62,9.41,5.68,2.88,2.23,1.28,2.41,1.48,1.81,1.47,2.01,1.52,2.11
f_0,7.2,10.19,7.24,7.95,9.53,7.39,3.14,2.48,2.09,1.9,2.27,1.53,2.05,2.21,1.1,2.05
h_0,8.17,11.45,8.66,10.32,8.46,8.03,3.83,2.92,2.63,3.8,2.86,2.36,2.74,2.2,2.2,2.32
a_0,9.64,10.82,10.37,10.18,12.61,11.97,4.53,3.57,2.69,3.73,1.84,2.62,2.7,1.6,2.04,2.73
g_0,9.91,11.21,10.93,10.22,11.35,7.88,3.24,3.15,3.0,5.55,3.28,3.13,2.02,3.63,2.68,3.21
e_0,13.32,17.12,9.48,10.04,10.75,8.99,4.1,3.38,3.51,3.65,2.97,1.76,2.42,3.14,1.76,1.6
