,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,91.4,23.63,15.02,14.8,25.81,93.39,2102.14,4670.78,4443.74,6508.17,8594.32,,14162.53,21520.04,35919.49,41205.42
e_1,7.48,107.64,15.26,15.65,31.89,95.2,2283.88,3037.26,7374.03,7533.38,7057.89,9896.27,11418.84,17329.08,32260.61,
c_1,10.13,11.57,124.04,12.55,48.91,89.77,2214.06,3084.89,3496.75,,7099.35,9615.38,14186.59,13455.94,30594.86,34874.0
d_1,10.99,9.95,14.07,140.04,25.54,85.83,2043.93,2791.08,,9670.78,6084.89,5810.06,14325.07,17065.24,35039.81,23920.75
b_1,7.04,8.16,9.57,11.85,210.8,130.72,1736.81,2515.02,3534.36,5520.9,,5360.47,12454.83,12537.94,33748.21,27115.03
a_1,6.65,7.16,7.4,6.96,10.93,556.04,1213.96,1850.69,2348.69,3676.59,,,9799.81,,,
h_1,6.59,5.57,5.55,7.77,12.2,34.51,3400.05,1613.52,1704.4,2850.23,3433.14,3836.15,,7354.96,18960.88,15405.9
g_1,2.65,5.15,5.93,8.82,8.29,32.03,677.13,5119.21,1439.83,2199.4,3396.16,4745.77,5135.3,8141.91,,11844.13
d_0,4.3,3.53,9.28,,11.06,32.35,1010.45,1334.51,4247.42,2798.57,3296.37,4168.96,8119.6,9650.37,18984.76,13484.13
c_0,3.92,4.4,,5.41,8.51,23.07,662.6,1210.21,1476.34,6142.83,5657.71,3591.29,4959.13,7722.74,17671.95,17409.87
b_0,3.35,4.26,3.87,7.47,,,798.14,1351.41,1273.06,1812.69,8087.5,2635.07,3954.98,8223.8,10835.07,16223.65
f_0,,3.38,4.67,6.19,7.42,,685.48,949.6,1425.63,2176.8,2817.91,8585.07,6804.06,6038.46,11573.36,18237.19
h_0,4.84,4.37,6.15,6.29,9.39,22.3,,1602.18,1131.58,2454.79,4263.19,2164.62,,9308.44,14887.74,13497.49
a_0,2.13,2.85,4.74,5.01,5.73,,656.15,671.03,886.95,1355.3,2215.93,2535.85,2680.18,16432.53,10541.48,
g_0,2.68,3.06,3.35,6.07,6.79,,540.93,,665.86,1278.97,3150.96,3442.35,3603.2,5319.67,,11316.4
e_0,1.62,,3.04,4.34,6.7,,363.15,793.81,1158.35,1028.92,1743.34,1954.73,2945.79,,8495.73,27262.99
