,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.45,0.23,0.25,0.3,0.23,0.27,0.58,0.63,0.57,0.95,0.67,0.52,0.66,0.89,,0.58
f_1,0.45,2.46,0.31,0.22,0.29,0.3,0.56,0.5,0.66,0.53,0.6,,0.71,0.71,0.61,0.51
d_1,0.28,0.25,2.49,0.25,0.27,0.24,0.68,0.41,1.09,,0.67,0.61,0.57,0.7,0.52,0.69
c_1,0.28,0.29,0.34,2.52,0.43,0.25,0.59,0.4,,0.59,0.52,0.67,0.53,0.64,0.81,0.69
b_1,0.28,0.28,0.28,0.24,2.62,0.38,0.46,0.65,0.59,0.61,,0.66,0.62,0.94,0.67,0.76
a_1,0.28,0.25,0.28,0.32,0.26,3.24,0.6,0.61,0.5,0.6,0.59,0.61,,0.78,,0.88
h_1,0.48,0.6,0.48,0.52,0.62,0.54,3.62,1.12,1.11,1.32,1.21,1.31,1.01,,1.34,1.93
g_1,0.41,0.47,0.8,0.76,0.46,0.43,1.19,4.24,0.93,0.99,1.24,1.67,0.98,1.38,1.14,
c_0,0.68,0.61,0.52,,0.53,0.63,1.15,1.38,3.52,1.14,2.19,1.63,1.32,1.92,1.21,1.76
d_0,0.54,0.81,,1.0,0.67,0.72,1.19,1.26,1.19,3.6,1.33,1.28,1.08,1.47,1.07,1.76
b_0,0.55,0.72,0.54,0.57,,0.52,1.31,1.03,1.43,0.98,3.69,1.13,2.89,2.19,1.22,1.77
f_0,0.69,,0.56,0.63,0.66,0.64,1.2,0.91,1.41,1.54,1.58,3.91,1.03,1.46,,1.55
a_0,0.54,0.6,0.6,0.71,0.47,,1.3,1.22,1.32,1.66,0.96,1.32,4.59,1.97,1.36,
h_0,0.71,1.01,0.75,0.67,0.65,0.69,,2.09,1.64,2.05,1.56,1.38,1.52,,,2.97
e_0,,0.57,0.66,0.4,0.76,,0.84,1.39,1.66,1.99,1.7,,1.36,,4.68,1.55
g_0,0.74,0.8,1.03,0.78,0.76,0.65,1.23,,1.69,1.48,1.47,2.58,,1.91,2.38,
