,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.4,1.04,1.57,1.11,1.28,1.01,2.48,4.45,2.14,2.77,2.78,3.14,3.58,3.02,2.5,3.35
f_1,1.95,2.48,1.15,1.13,1.02,1.24,1.89,2.46,2.0,2.29,2.57,1.72,2.88,2.28,1.89,3.08
c_1,1.04,1.3,2.5,1.22,1.92,1.19,2.59,2.08,2.4,1.48,1.98,2.69,3.16,2.63,2.63,2.78
d_1,1.19,1.37,1.11,2.6,1.2,1.03,2.35,1.7,2.38,4.17,3.19,2.66,3.32,3.31,2.82,3.18
b_1,1.03,1.23,1.12,1.23,2.75,2.19,2.18,2.43,2.42,2.93,2.09,2.71,3.41,2.13,2.73,3.81
a_1,1.49,1.37,1.07,1.37,1.02,3.3,2.97,2.77,2.54,2.55,2.88,2.25,3.52,1.73,2.92,3.36
h_1,1.31,1.85,1.29,1.26,1.39,1.19,4.27,2.76,3.5,2.37,2.82,3.01,2.87,3.21,2.85,3.98
d_0,1.06,1.3,2.35,1.06,1.32,1.22,2.72,3.98,2.86,2.21,3.14,2.95,3.45,2.75,3.35,4.22
g_1,1.26,1.26,1.28,1.95,1.29,1.19,2.12,2.26,4.51,3.22,2.79,3.95,3.74,2.39,3.51,3.01
c_0,1.27,1.54,1.14,1.37,1.05,1.39,2.99,3.34,2.46,4.14,5.18,3.49,4.11,3.63,3.39,4.09
b_0,1.38,1.49,1.58,1.41,0.89,1.13,2.63,2.97,3.14,2.54,4.3,3.22,3.77,5.16,3.24,3.78
f_0,1.09,1.08,1.53,1.59,1.42,1.31,2.61,2.91,2.66,2.89,3.07,4.46,3.93,3.59,5.19,3.63
h_0,1.29,1.8,1.32,1.57,1.15,1.33,1.87,2.96,3.08,2.76,2.97,2.75,2.93,2.88,2.97,5.01
a_0,1.33,1.69,1.42,1.31,1.19,1.18,2.42,3.2,2.66,3.15,2.79,2.74,4.09,5.02,3.33,3.74
e_0,1.0,1.58,1.47,1.44,1.47,1.47,2.66,2.73,2.77,2.48,3.12,2.42,4.13,2.68,5.12,3.9
g_0,1.23,1.29,1.29,2.01,1.19,1.35,2.66,2.45,2.2,3.1,2.9,4.21,3.28,2.85,3.09,3.02
