,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,47.95,98.22,69.43,102.85,90.84,24.61,32.64,16.57,20.03,16.71,24.3,12.17,12.73,,18.79
f_1,109.39,1.15,88.4,88.72,58.13,132.77,16.41,27.62,18.81,20.03,19.84,,7.47,20.11,24.8,11.52
d_1,106.18,75.49,1.15,145.18,89.13,107.88,20.14,14.96,16.98,,23.52,18.03,11.21,11.58,18.6,8.92
c_1,100.28,93.37,110.5,1.15,76.4,115.07,26.85,29.92,,8.41,28.86,19.96,17.04,20.11,26.57,14.87
b_1,128.93,147.83,130.96,59.15,1.15,115.07,27.69,28.72,30.26,24.32,,31.06,19.36,17.36,24.8,16.23
a_1,180.5,322.55,208.0,199.62,70.37,1.15,59.07,51.29,27.84,52.38,,50.82,,,,25.5
h_1,112.81,80.64,70.72,114.07,111.42,71.92,2.0,26.59,14.2,16.21,24.42,16.44,,27.29,20.67,11.52
g_1,128.93,136.46,101.03,91.26,148.56,132.77,26.85,2.0,18.32,27.24,28.86,31.06,12.53,27.29,18.6,
c_0,82.05,88.7,56.13,,99.04,107.88,21.1,18.89,3.04,22.7,19.84,15.11,12.91,21.22,17.71,13.73
d_0,50.85,93.37,,74.28,92.21,66.38,46.63,39.89,19.33,3.1,15.88,14.33,12.53,31.83,13.29,12.75
b_0,92.56,84.48,84.19,110.14,,,27.69,44.88,13.92,20.03,2.83,19.96,17.04,27.29,17.71,12.75
f_0,164.09,,90.67,127.76,222.83,115.07,36.92,19.41,26.77,17.92,21.17,3.01,14.69,25.47,19.58,8.5
h_0,100.28,98.56,147.33,114.07,116.26,,,21.12,19.33,24.32,14.77,13.97,,13.64,24.8,13.73
a_0,180.5,208.71,252.57,138.87,157.29,,52.12,51.29,34.8,48.64,15.49,29.42,20.29,3.29,,17.0
e_0,,236.53,176.8,228.14,222.83,,46.63,44.88,34.8,25.22,31.75,15.97,13.74,,3.02,
g_0,97.57,168.95,110.5,118.3,148.56,132.77,20.6,,29.0,21.28,23.52,46.58,13.31,20.11,,
