,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.12,1.38,1.63,1.5,1.18,0.58,0.62,0.53,0.42,0.41,0.49,0.34,0.37,0.42,0.32
f_1,1.68,1.04,1.36,1.59,1.43,1.1,0.46,0.52,0.47,0.38,0.39,0.44,0.28,0.34,0.28,0.34
d_1,1.89,1.97,1.04,1.48,1.36,1.31,0.59,0.43,0.63,0.54,0.49,0.41,0.36,0.42,0.43,0.25
c_1,1.46,1.61,2.06,1.05,1.61,1.4,0.65,0.6,0.35,0.51,0.46,0.55,0.37,0.48,0.47,0.36
b_1,1.74,1.81,2.13,1.25,1.05,1.79,0.73,0.74,0.49,0.65,0.67,0.55,0.4,0.52,0.43,0.44
a_1,2.67,3.03,2.68,2.45,1.56,1.06,1.02,0.94,0.85,0.89,0.87,0.79,0.74,0.81,0.63,0.57
h_1,4.23,4.95,4.01,3.98,4.05,3.29,1.23,1.67,1.16,1.16,1.2,1.12,1.01,1.15,0.95,0.94
g_1,5.19,5.73,5.25,4.82,4.29,3.93,1.55,1.25,1.5,1.41,1.48,1.49,0.95,1.28,1.33,1.05
d_0,3.9,5.03,6.13,6.14,5.47,4.03,2.3,2.11,1.35,1.38,1.6,1.57,1.12,1.58,1.41,1.2
c_0,6.11,6.12,3.65,6.9,5.06,4.01,2.12,1.89,2.17,1.36,1.82,1.44,1.25,1.43,1.35,1.16
b_0,5.73,6.61,4.84,6.48,6.08,4.41,2.3,1.99,1.8,1.15,1.36,1.5,1.35,1.98,1.31,1.31
f_0,5.85,7.63,5.77,5.56,5.53,4.15,2.3,1.54,1.82,1.88,1.91,1.36,1.34,1.74,1.86,1.01
h_0,7.14,8.02,6.84,7.15,7.05,4.82,3.06,2.64,2.21,1.93,1.93,1.87,1.91,1.64,1.57,1.61
a_0,7.78,9.14,6.81,7.11,7.41,7.46,3.05,2.64,2.42,2.1,1.42,1.99,1.91,1.41,1.77,1.54
e_0,9.0,13.26,7.34,6.86,7.62,6.07,3.14,2.61,2.24,2.22,2.41,1.45,1.96,1.84,1.46,1.59
g_0,8.54,8.41,8.78,8.62,7.56,6.53,2.79,3.45,2.55,2.46,2.2,2.32,1.53,2.06,2.17,1.86
