,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.09,2.15,2.07,2.37,2.61,2.05,0.51,0.49,0.46,0.73,0.44,0.65,0.26,0.45,0.44,0.4
e_1,1.47,1.09,2.51,2.5,2.68,2.4,0.7,0.55,0.49,0.7,0.48,0.58,0.36,0.48,0.78,0.39
d_1,2.78,3.07,1.08,2.84,2.48,2.14,0.63,0.77,0.52,0.41,0.48,0.47,0.32,0.42,0.49,0.23
c_1,2.64,2.09,3.18,1.1,2.63,2.44,0.74,0.33,0.8,0.75,0.58,0.55,0.39,0.47,0.52,0.38
b_1,2.87,2.93,3.27,1.69,1.1,2.68,0.91,0.55,0.74,0.85,1.0,0.55,0.41,0.56,0.51,0.44
a_1,5.19,4.59,4.05,3.87,2.12,1.12,1.36,1.1,0.9,1.31,1.24,0.92,0.63,1.48,0.79,0.63
h_1,11.1,9.31,10.58,9.71,8.44,8.45,1.54,2.12,1.93,2.71,2.11,1.82,1.64,1.9,1.98,1.3
d_0,9.79,7.54,17.74,13.08,11.21,10.13,3.44,1.8,2.8,3.48,2.58,2.77,1.7,2.16,2.88,1.8
c_0,12.06,13.92,7.14,15.04,12.0,10.13,3.27,4.41,1.74,3.23,2.63,2.26,1.58,2.08,1.99,1.48
g_1,15.32,13.61,13.59,13.24,12.7,11.45,2.89,2.93,2.76,1.68,2.47,2.61,1.59,2.37,2.7,1.88
b_0,14.88,13.98,10.79,21.65,18.04,11.84,4.06,3.58,1.71,4.04,1.76,2.51,1.88,2.32,2.52,2.01
f_0,23.89,16.09,14.0,16.86,16.93,12.19,4.58,3.87,3.4,2.93,2.99,1.82,2.09,2.55,2.66,1.33
h_0,19.01,19.15,16.0,22.1,17.72,14.76,7.0,4.88,3.74,4.94,3.99,3.79,3.68,3.41,2.96,2.56
a_0,20.4,19.05,20.17,25.43,27.96,27.95,6.59,5.38,4.01,5.61,2.47,4.42,3.27,2.12,4.15,2.75
e_0,36.31,25.49,18.04,21.22,24.19,18.07,6.03,5.5,4.06,4.35,4.3,2.32,3.15,4.91,2.12,2.85
g_0,26.9,24.46,22.24,24.84,22.92,19.41,5.16,5.59,4.86,7.61,4.71,4.63,2.71,4.3,5.23,3.62
