,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.29,0.63,0.34,0.57,0.39,0.35,0.93,1.83,0.74,0.87,1.07,0.92,1.06,0.9,0.54,1.26
f_1,0.86,2.3,0.44,0.49,0.38,0.36,0.68,1.04,0.76,0.93,0.94,0.32,1.14,0.66,0.63,0.91
d_1,0.45,0.57,2.41,0.35,0.53,0.36,0.9,0.46,0.81,1.95,1.13,0.97,1.47,0.8,0.97,1.1
c_1,0.44,0.43,0.54,2.41,0.7,0.3,0.88,1.0,0.79,0.4,0.77,1.14,1.41,0.79,0.82,0.98
b_1,0.47,0.43,0.56,0.48,2.58,0.68,0.79,0.94,0.73,0.86,0.36,0.9,1.06,0.65,0.8,1.2
a_1,0.46,0.49,0.57,0.5,0.45,3.06,0.86,1.19,0.89,0.88,1.1,0.96,1.31,0.4,0.69,1.11
h_1,0.64,0.9,0.66,0.51,0.41,0.41,3.01,1.21,1.12,1.04,1.27,1.22,0.85,1.07,0.87,1.7
d_0,0.69,0.61,0.24,1.1,0.47,0.46,1.1,2.45,0.89,0.89,1.16,1.1,1.48,0.73,0.86,1.43
g_1,0.51,0.51,0.81,0.6,0.64,0.42,1.05,1.2,3.28,1.0,1.08,1.85,1.48,1.04,0.86,0.68
c_0,0.65,0.7,0.68,0.37,0.44,0.4,1.18,1.2,0.98,2.71,2.18,1.32,1.53,1.12,1.04,1.44
b_0,0.65,0.74,0.61,0.64,0.26,0.39,1.13,1.34,1.0,1.17,2.56,1.21,1.82,2.01,1.0,1.59
f_0,0.54,0.33,0.76,0.6,0.57,0.36,1.46,1.1,0.98,1.15,1.63,2.83,1.56,1.23,2.15,1.51
h_0,0.46,0.88,0.59,0.57,0.61,0.44,0.68,1.22,1.26,1.32,1.41,1.31,0.97,0.95,1.01,1.81
a_0,0.56,0.7,0.79,0.57,0.4,0.28,1.37,1.25,1.2,1.24,1.32,1.22,1.92,3.11,1.22,1.42
e_0,0.28,0.76,0.6,0.65,0.51,0.51,1.64,1.33,1.02,1.16,1.31,1.05,1.95,1.21,3.01,1.62
g_0,0.5,0.47,0.97,0.69,0.52,0.46,1.23,1.1,0.38,1.19,1.36,2.05,1.36,0.88,0.99,0.97
