,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.09,2.17,2.07,2.36,2.22,2.18,0.5,0.51,0.64,0.45,0.47,0.58,0.25,0.43,0.37,0.43
e_1,1.56,1.09,2.5,2.67,2.55,2.14,0.66,0.59,0.69,0.45,0.51,0.67,0.36,0.43,0.41,0.75
d_1,2.67,2.8,1.08,2.64,2.54,2.02,0.59,0.92,0.45,0.51,0.41,0.49,0.3,0.4,0.26,0.43
c_1,2.79,2.19,3.13,1.09,2.53,2.22,0.72,0.32,0.84,0.66,0.52,0.52,0.4,0.49,0.32,0.47
b_1,3.2,2.82,3.28,1.78,1.1,3.24,0.88,0.55,0.94,0.84,0.81,0.56,0.43,0.61,0.4,0.5
a_1,5.53,4.6,5.07,4.26,2.28,1.12,1.67,0.92,1.45,0.99,1.5,0.94,0.76,1.25,0.73,0.82
h_1,9.95,10.1,9.35,10.37,8.15,7.2,1.58,2.02,2.68,2.21,2.01,1.81,1.73,1.64,1.26,1.72
d_0,10.85,7.29,15.02,13.7,11.71,12.7,4.16,1.85,3.86,2.71,3.23,2.51,1.9,2.48,1.96,2.41
g_1,12.21,12.4,10.51,12.25,11.85,10.22,2.73,3.06,1.57,2.46,2.57,2.33,1.31,2.08,2.19,2.12
c_0,12.67,12.84,7.79,16.25,13.09,14.03,4.08,3.67,3.3,1.83,2.68,2.61,1.92,2.4,1.76,2.6
b_0,14.34,13.17,10.74,18.27,17.21,13.06,3.71,3.26,3.34,1.61,1.78,2.46,1.97,2.4,1.66,2.39
f_0,20.45,13.52,13.26,13.65,12.8,15.41,4.36,3.26,2.64,2.77,3.19,1.86,2.17,2.94,1.43,2.45
h_0,18.32,19.02,19.07,18.48,19.81,14.92,7.07,4.72,4.38,3.73,3.5,3.6,3.56,3.46,2.67,2.76
a_0,21.15,21.92,19.4,20.47,27.81,20.43,6.61,5.42,5.28,3.48,2.45,4.51,2.82,2.28,2.73,4.05
g_0,23.72,21.02,23.58,23.1,22.77,21.61,5.29,5.12,7.16,5.21,4.31,4.79,2.71,3.78,3.77,3.77
e_0,30.84,28.53,20.09,22.62,20.22,24.1,7.01,4.72,6.25,4.56,5.07,2.5,3.56,4.62,2.78,2.31
