,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.4,1.05,1.06,1.32,1.13,1.24,2.38,2.1,3.76,1.95,2.86,2.37,2.91,2.92,2.3,3.16
f_1,1.68,2.42,0.97,1.17,0.93,1.09,1.92,2.03,2.45,2.32,1.42,2.45,2.78,2.18,1.99,3.25
d_1,1.07,1.28,2.51,1.02,1.03,0.99,2.32,2.11,1.46,3.99,2.2,3.32,3.2,2.85,2.44,2.94
c_1,1.03,1.12,1.04,2.57,2.01,0.87,2.12,2.25,1.93,1.35,2.44,1.82,2.89,2.46,2.65,2.73
b_1,1.05,1.2,1.14,0.88,2.79,2.04,1.99,2.43,2.53,2.49,2.66,1.35,3.21,2.3,2.37,3.01
a_1,1.08,1.05,1.3,1.51,0.93,3.3,2.44,2.01,2.8,2.57,2.68,2.49,3.34,1.51,2.83,3.41
h_1,1.1,1.59,1.28,1.23,1.21,0.97,4.11,3.29,2.56,2.41,2.62,2.62,2.83,2.95,2.63,3.86
g_1,1.24,1.08,1.8,1.14,1.12,1.12,2.18,4.33,2.68,2.78,3.53,2.28,2.75,3.03,3.24,2.93
d_0,1.09,1.32,0.89,2.13,1.34,1.12,2.43,1.81,3.83,2.03,2.54,2.51,3.83,2.69,2.88,3.41
c_0,1.4,1.35,1.34,0.97,0.77,1.37,2.55,2.29,3.28,4.1,3.28,4.9,3.48,2.74,2.65,3.87
f_0,1.02,1.04,1.52,1.29,1.26,1.25,2.46,2.38,2.93,2.31,4.4,3.16,3.5,2.38,5.37,2.99
b_0,1.36,1.48,1.14,1.4,0.85,1.15,2.38,2.68,3.02,2.3,2.66,4.34,4.02,5.1,2.29,3.46
h_0,1.25,1.66,1.51,1.24,1.24,1.04,1.52,3.09,2.07,2.85,2.39,2.33,2.6,2.39,2.41,4.07
a_0,1.18,1.26,1.36,1.34,1.35,0.98,2.63,2.07,2.84,2.94,2.98,2.36,3.93,4.79,2.82,2.75
e_0,0.78,1.52,1.43,1.3,1.3,0.97,2.9,2.44,2.89,3.3,2.34,3.3,3.86,2.6,5.02,3.31
g_0,1.14,1.04,1.95,1.25,1.09,1.12,2.43,1.7,2.38,2.47,4.08,2.89,3.39,3.24,3.24,2.56
