,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.03,0.92,0.85,0.81,0.72,0.49,0.3,0.64,,0.4,0.37,0.36,0.31,0.38,0.34
f_1,0.98,1.0,1.31,1.09,1.05,0.75,0.43,0.44,0.36,0.37,0.38,,0.28,0.35,0.24,0.34
e_1,1.08,0.76,1.0,1.07,0.84,0.65,0.76,0.41,0.47,0.6,0.58,0.38,0.34,0.28,,0.28
c_1,1.17,0.92,0.93,1.0,1.2,0.59,0.6,0.41,,0.3,0.46,0.5,0.38,0.42,0.41,0.3
b_1,1.23,0.95,1.19,0.84,1.0,1.05,0.52,0.53,0.48,0.54,,0.44,0.31,0.37,0.41,0.37
a_1,1.38,1.33,1.54,1.69,0.96,1.0,0.63,0.65,0.82,0.51,0.53,0.53,,0.48,,0.44
h_1,2.03,2.3,1.32,1.66,1.91,1.59,1.0,1.33,0.88,0.82,0.74,0.79,0.72,,0.65,0.7
g_1,3.38,2.29,2.45,2.42,1.9,1.53,0.75,1.0,0.81,0.77,1.16,1.18,0.77,0.49,0.76,
c_0,1.57,2.8,2.12,,2.07,1.22,1.13,1.24,1.0,1.19,1.12,0.94,0.86,0.86,0.71,0.69
d_0,,2.73,1.66,3.32,1.85,1.94,1.22,1.29,0.84,1.0,0.74,0.92,0.71,0.91,0.8,0.91
b_0,2.48,2.65,1.72,2.17,,1.9,1.35,0.86,0.9,1.34,1.0,1.01,1.15,1.02,0.75,0.82
f_0,2.73,,2.62,2.0,2.28,1.9,1.27,0.85,1.07,1.08,0.99,1.0,0.92,1.01,1.07,0.76
a_0,2.79,3.56,2.95,2.6,3.2,,1.4,1.3,1.16,1.41,0.87,1.09,1.0,1.11,1.04,0.81
h_0,3.19,2.82,3.63,2.4,2.69,2.08,,2.03,1.16,1.1,0.98,0.99,0.9,,0.75,1.05
e_0,2.61,4.15,,2.46,2.47,,1.53,1.31,1.41,1.24,1.34,0.93,0.96,1.33,1.0,0.94
g_0,2.94,2.98,3.6,3.34,2.69,2.26,1.42,,1.46,1.1,1.21,1.31,1.23,0.95,1.06,
