,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.54,1.49,0.94,1.03,0.84,0.73,1.05,1.03,1.11,1.09,1.09,0.92,1.16,0.99,0.83,1.16
e_1,0.96,1.54,0.93,1.14,1.01,0.77,1.31,1.13,1.76,1.15,1.25,1.28,1.28,1.07,0.91,1.21
d_1,1.09,1.04,1.57,0.86,0.88,0.84,1.16,1.13,1.05,1.68,1.38,1.16,1.35,1.09,1.04,1.14
c_1,1.08,0.97,1.04,1.58,1.51,0.85,1.11,0.96,0.99,0.92,0.74,1.01,1.21,0.92,0.9,1.08
b_1,1.18,0.97,1.05,0.94,1.65,1.47,1.33,1.11,1.21,1.18,1.09,1.12,1.26,0.85,1.06,1.22
a_1,1.24,1.14,1.1,1.11,0.83,1.78,1.47,1.31,1.43,1.32,1.38,1.21,1.33,1.18,1.25,1.31
h_1,1.59,1.25,1.29,1.28,1.03,0.91,1.84,1.68,1.45,1.29,1.43,1.29,1.41,1.19,1.18,1.63
g_1,1.31,1.13,1.63,1.34,1.07,1.0,1.37,1.95,1.31,1.4,1.47,1.78,1.57,1.26,1.3,1.34
d_0,1.37,1.09,1.14,1.98,1.34,0.94,1.44,1.39,1.81,1.08,1.35,1.37,1.65,1.39,1.34,1.58
c_0,1.43,1.33,1.32,1.29,1.01,0.91,1.69,1.65,1.79,1.89,2.39,1.52,1.87,1.92,1.41,1.66
b_0,1.46,1.32,1.31,1.59,1.0,0.8,1.6,1.59,1.61,1.37,1.9,1.47,1.73,2.45,1.5,1.55
f_0,1.35,1.09,1.57,1.49,1.25,1.02,1.57,1.28,1.67,1.51,1.56,1.9,1.86,1.63,2.16,1.48
h_0,1.66,1.37,1.49,1.37,1.21,0.98,1.35,1.72,1.57,1.47,1.55,1.4,1.54,1.41,1.23,1.85
a_0,1.59,1.39,1.57,1.54,1.39,0.9,1.58,1.52,1.52,1.38,1.31,1.59,1.95,1.9,1.6,1.63
e_0,1.57,1.27,1.48,1.4,1.18,1.11,1.6,1.54,1.57,1.73,1.53,1.35,1.98,1.48,1.99,1.65
g_0,1.34,1.34,1.87,1.41,1.27,1.0,1.42,1.52,1.46,1.58,1.55,2.08,1.55,1.47,1.61,1.45
