,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.92,0.88,0.89,0.75,0.57,0.6,0.64,0.51,0.6,0.58,0.51,0.52,0.48,0.54
e_1,0.78,1.0,1.24,0.93,1.01,0.78,0.7,0.94,0.75,0.75,0.63,0.69,0.62,0.54,0.71,0.69
c_1,1.07,0.81,1.0,1.05,1.31,0.9,0.72,0.49,0.63,0.44,0.52,0.56,0.63,0.58,0.58,0.54
d_1,1.14,1.07,0.96,1.0,0.99,0.73,0.7,0.79,0.53,0.89,0.73,0.57,0.6,0.56,0.59,0.49
b_1,1.1,1.0,0.77,1.02,1.0,1.42,0.92,0.71,0.7,0.73,0.71,0.77,0.63,0.65,0.59,0.56
a_1,1.32,1.29,1.11,1.37,0.7,1.0,0.91,0.86,0.99,0.74,0.94,0.77,0.8,0.87,0.7,0.61
h_1,1.66,1.41,1.38,1.5,1.13,1.1,1.0,0.84,1.18,0.89,0.86,0.8,0.87,0.75,0.79,1.05
d_0,1.63,1.09,2.07,1.29,1.38,1.21,1.18,1.0,0.96,0.8,0.92,0.78,0.87,0.89,0.76,0.95
g_1,1.54,1.33,1.56,1.89,1.44,1.02,0.83,1.03,1.0,1.0,0.93,1.21,0.75,0.8,0.96,0.92
c_0,1.89,1.44,2.19,1.12,1.41,1.27,1.12,1.27,1.0,1.0,1.26,0.94,1.13,1.05,0.89,0.92
b_0,1.65,1.62,1.96,1.33,1.47,1.09,1.15,1.09,1.15,0.83,1.0,1.05,1.13,1.4,0.82,1.01
f_0,1.73,1.53,1.75,1.85,1.29,1.28,1.14,1.2,0.79,1.01,1.0,1.0,1.04,0.9,1.42,0.81
h_0,2.0,1.72,1.52,1.68,1.52,1.2,1.17,1.09,1.35,0.93,0.95,0.9,1.0,0.93,0.95,1.04
a_0,1.84,1.84,1.74,1.69,1.58,1.16,1.35,1.04,1.28,0.99,0.75,1.08,1.03,1.0,1.09,0.91
e_0,2.12,1.52,1.72,1.79,1.69,1.2,1.35,1.26,1.07,0.98,1.12,0.68,1.05,1.05,1.0,1.04
g_0,1.9,1.46,1.82,2.1,1.7,1.79,0.92,1.0,1.2,1.1,1.0,1.25,0.98,1.03,1.05,1.0
