,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.25,0.35,0.23,0.26,0.15,0.19,0.3,0.15,0.18,0.16,0.18,0.17,0.12,0.07,0.13
f_1,0.51,0.94,0.25,0.27,0.21,0.22,0.15,0.18,0.15,0.16,0.18,0.07,0.17,0.1,0.08,0.13
c_1,0.27,0.32,0.94,0.27,0.4,0.17,0.23,0.14,0.17,0.08,0.12,0.17,0.16,0.12,0.1,0.11
d_1,0.3,0.31,0.28,0.94,0.26,0.15,0.17,0.09,0.17,0.32,0.2,0.16,0.16,0.15,0.12,0.13
b_1,0.26,0.29,0.28,0.3,0.94,0.35,0.18,0.19,0.18,0.23,0.11,0.17,0.19,0.11,0.13,0.18
a_1,0.44,0.35,0.28,0.32,0.25,0.93,0.28,0.25,0.19,0.22,0.21,0.15,0.22,,0.14,0.13
h_1,0.54,0.81,0.54,0.48,0.49,0.27,0.72,0.37,0.43,0.28,0.3,0.34,0.17,0.27,0.24,0.28
d_0,0.53,0.58,1.02,0.34,0.51,0.31,0.33,0.63,0.36,0.31,0.36,0.31,0.29,0.24,0.29,0.31
g_1,0.61,0.55,0.51,0.86,0.44,0.3,0.27,0.27,0.73,0.38,0.35,0.43,0.34,0.18,0.3,0.24
c_0,0.56,0.76,0.38,0.55,0.44,0.36,0.44,0.43,0.33,0.61,0.62,0.4,0.36,0.31,0.29,0.33
b_0,0.64,0.68,0.75,0.64,0.19,0.34,0.4,0.4,0.33,0.31,0.62,0.35,0.36,0.46,0.28,0.29
f_0,0.57,0.33,0.65,0.72,0.5,0.41,0.41,0.46,0.35,0.41,0.35,0.62,0.38,0.3,0.47,0.28
h_0,0.69,0.75,0.7,0.69,0.44,0.41,0.23,0.43,0.44,0.39,0.36,0.35,0.21,0.31,0.25,0.39
a_0,0.75,0.94,0.68,0.59,0.49,,0.41,0.42,0.4,0.49,0.35,0.38,0.35,0.6,0.3,0.24
e_0,0.47,0.89,0.79,0.74,0.53,0.5,0.41,0.42,0.43,0.27,0.37,0.29,0.45,0.27,0.61,0.27
g_0,0.66,0.67,0.73,0.98,0.46,0.48,0.4,0.37,,0.36,0.35,0.59,0.33,0.34,0.33,0.22
