,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.36,1.22,0.95,1.28,0.97,0.84,1.78,3.74,2.1,1.82,2.04,1.94,2.82,1.6,2.39,1.19
f_1,1.73,2.44,1.03,0.96,0.88,0.69,1.82,2.34,2.01,1.9,2.12,1.39,2.54,1.44,2.35,1.49
d_1,1.16,1.19,2.44,0.92,0.92,0.82,1.97,1.42,3.73,1.64,2.59,2.05,2.62,1.95,2.68,1.73
c_1,1.01,1.05,1.0,2.51,1.66,0.88,1.73,2.17,1.45,1.49,1.51,1.75,2.74,1.5,2.63,1.97
b_1,0.98,0.95,1.15,1.05,2.62,1.7,1.97,1.99,1.98,1.61,1.51,2.05,2.44,1.59,2.51,1.86
a_1,0.93,1.12,1.03,1.16,1.06,3.09,2.37,2.35,2.28,1.73,2.36,2.32,2.84,1.71,2.43,1.99
h_1,1.1,1.46,1.33,1.09,0.94,0.72,3.56,2.26,2.43,2.5,2.21,2.05,1.98,1.9,3.18,2.04
d_0,1.07,1.14,0.9,1.8,1.23,0.83,1.91,3.25,1.5,2.09,1.95,2.02,2.92,1.57,2.6,1.99
c_0,1.19,1.17,1.29,0.91,0.96,0.88,2.33,2.23,3.27,2.23,4.05,2.35,2.65,2.88,2.81,2.16
g_1,1.19,1.2,1.45,1.06,0.97,0.78,2.09,2.37,2.38,3.77,2.36,3.03,2.24,1.95,2.21,2.32
b_0,1.32,1.28,1.18,1.08,0.85,0.78,2.15,2.23,2.39,2.23,3.55,2.36,3.19,3.81,2.75,2.02
f_0,0.99,1.16,1.22,1.25,1.17,0.94,2.66,2.26,2.51,2.0,2.28,3.63,2.89,2.43,3.04,3.89
h_0,1.18,1.54,1.22,1.04,1.09,0.77,1.68,2.36,2.27,2.52,2.08,2.28,2.33,1.94,3.38,1.78
a_0,1.26,1.27,1.23,1.14,1.04,0.72,2.24,2.06,2.29,2.38,2.43,2.1,2.91,3.93,3.14,2.0
g_0,1.05,1.06,1.72,1.08,1.12,0.7,1.89,2.01,2.54,1.6,2.24,3.1,2.88,2.18,1.98,1.95
e_0,1.0,1.21,1.32,1.11,1.05,0.92,2.5,1.77,2.62,2.31,2.26,2.26,3.07,2.04,3.15,3.76
