,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.7,1.42,1.49,1.34,1.0,0.43,0.55,0.43,0.42,0.42,0.41,0.27,0.36,0.29,0.35
e_1,1.1,1.04,1.56,1.75,1.48,1.31,0.57,0.6,0.53,0.43,0.5,0.54,0.36,0.4,0.41,0.35
d_1,1.74,1.71,1.04,1.46,1.59,1.21,0.59,0.43,0.59,0.51,0.45,0.44,0.34,0.46,0.38,0.25
c_1,1.61,1.38,2.0,1.05,1.84,1.33,0.71,0.61,0.33,0.59,0.45,0.51,0.35,0.42,0.4,0.33
b_1,2.1,1.88,1.91,1.17,1.05,1.92,0.74,0.63,0.53,0.68,0.58,0.56,0.43,0.44,0.56,0.36
a_1,2.97,2.5,2.72,2.29,1.4,1.06,0.96,0.91,0.82,0.86,0.93,0.69,0.69,0.68,0.63,0.47
h_1,4.79,4.66,4.2,4.17,4.0,3.16,1.23,1.57,1.4,1.27,1.25,1.19,1.07,1.05,0.95,0.99
g_1,5.48,4.98,5.2,5.06,5.05,4.01,1.74,1.26,1.48,1.62,1.64,1.59,1.0,1.36,1.18,1.04
d_0,5.21,3.87,6.25,6.23,5.13,4.1,2.15,2.46,1.36,1.43,1.63,1.58,1.21,1.31,1.27,1.2
c_0,6.28,5.73,3.72,6.11,4.61,4.27,2.01,1.7,2.27,1.31,1.69,1.37,1.21,1.43,1.26,1.03
b_0,6.07,5.06,5.18,7.38,6.11,4.31,2.25,1.72,1.67,1.19,1.32,1.44,1.33,1.65,1.36,1.11
f_0,8.52,5.89,6.07,6.19,5.52,4.91,2.55,1.56,1.94,2.01,1.9,1.32,1.35,1.62,1.66,0.95
h_0,8.4,6.96,7.28,7.82,6.56,5.08,3.02,2.55,2.05,2.23,1.93,1.94,1.86,1.74,1.69,1.53
a_0,7.68,7.0,6.93,7.33,7.93,7.02,3.06,2.58,2.24,2.01,1.42,2.01,1.64,1.45,1.64,1.62
e_0,11.4,9.38,8.76,8.71,7.52,6.37,3.56,3.19,2.62,2.52,2.26,1.55,1.73,2.25,1.51,1.49
g_0,9.87,9.49,9.33,10.42,10.01,9.26,3.05,3.56,2.85,2.85,2.83,2.75,1.77,2.18,2.23,2.0
