,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.91,1.3,0.89,0.96,0.75,1.12,1.82,1.07,1.12,1.14,1.27,1.35,1.07,0.96,1.2
f_1,1.49,1.55,1.02,0.98,0.84,0.77,1.0,1.28,0.99,1.07,1.12,0.85,1.08,0.93,0.72,1.12
c_1,0.94,1.04,1.56,0.99,1.44,0.91,1.17,0.95,0.97,0.89,0.85,1.02,1.22,0.93,0.97,1.18
d_1,1.09,1.08,0.87,1.59,0.91,0.81,1.13,0.98,1.1,1.78,1.4,1.2,1.33,1.21,1.04,1.09
b_1,0.97,1.1,0.91,1.02,1.63,1.46,1.16,1.14,1.17,1.31,1.06,1.17,1.34,0.8,1.06,1.21
a_1,1.22,1.3,1.01,1.13,0.89,1.77,1.39,1.37,1.24,1.35,1.38,1.2,1.51,0.97,1.14,1.33
h_1,1.34,1.64,1.27,1.22,1.17,1.01,1.9,1.44,1.63,1.22,1.26,1.39,1.41,1.28,1.2,1.55
d_0,1.09,1.24,2.04,1.07,1.35,0.91,1.48,1.79,1.39,1.14,1.45,1.44,1.56,1.24,1.41,1.52
g_1,1.26,1.22,1.36,1.62,1.17,0.96,1.25,1.26,1.97,1.54,1.38,1.8,1.65,1.15,1.56,1.28
c_0,1.35,1.49,1.24,1.26,0.93,1.04,1.64,1.71,1.44,1.88,2.29,1.66,1.78,1.63,1.45,1.59
b_0,1.41,1.46,1.57,1.24,1.03,0.92,1.53,1.66,1.55,1.38,1.9,1.56,1.74,2.21,1.43,1.42
f_0,1.13,1.43,1.49,1.46,1.28,1.02,1.63,1.5,1.41,1.45,1.51,1.91,1.86,1.56,2.08,1.46
h_0,1.41,1.69,1.31,1.51,1.14,0.97,1.16,1.52,1.66,1.56,1.49,1.38,1.58,1.26,1.33,1.91
a_0,1.45,1.67,1.47,1.35,1.25,0.85,1.51,1.69,1.5,1.58,1.46,1.46,1.92,1.98,1.45,1.65
e_0,1.34,1.63,1.48,1.47,1.28,1.19,1.72,1.47,1.49,1.57,1.61,1.38,1.79,1.36,1.93,1.6
g_0,1.35,1.4,1.36,1.92,1.24,1.13,1.57,1.44,1.47,1.7,1.7,2.12,1.73,1.38,1.68,1.47
