,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.01,1.19,0.95,0.85,0.69,0.38,0.43,0.38,0.39,0.32,0.3,0.28,0.26,0.3,0.28
d_1,0.99,1.0,1.08,0.95,0.85,0.67,0.47,0.36,0.56,0.45,0.48,0.35,0.39,0.37,0.32,0.23
e_1,0.84,0.93,1.0,1.02,0.87,0.68,0.51,0.47,0.46,0.58,0.42,0.4,0.41,0.32,0.42,0.47
c_1,1.06,1.05,0.98,1.0,1.46,0.79,0.45,0.49,0.41,0.32,0.42,0.4,0.39,0.35,0.34,0.42
b_1,1.17,1.18,1.15,0.69,1.0,1.35,0.66,0.43,0.55,0.56,0.29,0.53,0.4,0.45,0.37,0.36
a_1,1.46,1.48,1.48,1.26,0.74,1.0,0.82,0.76,0.56,0.53,0.58,0.56,0.61,0.69,0.44,0.47
h_1,2.63,2.11,1.9,2.22,1.46,1.25,1.0,1.07,0.84,0.78,0.7,0.71,0.73,0.62,0.62,0.67
g_1,2.3,2.84,2.05,2.09,2.09,1.36,0.96,1.0,0.84,0.84,0.82,0.87,0.65,0.9,0.62,0.71
c_0,2.74,1.76,2.16,2.58,1.88,1.76,1.18,1.24,1.0,1.04,1.33,0.85,1.02,0.95,0.81,0.74
d_0,2.62,2.23,1.64,3.24,1.81,1.86,1.28,1.29,0.93,1.0,0.92,1.06,0.84,0.76,0.77,0.77
b_0,3.24,2.04,2.17,2.52,2.86,1.79,1.32,1.23,0.79,1.09,1.0,0.87,0.96,1.2,0.77,0.79
f_0,3.64,2.97,2.31,2.54,1.93,1.73,1.4,1.06,1.13,1.0,1.11,1.0,1.15,0.96,1.19,0.67
h_0,3.57,2.57,2.31,2.56,2.57,1.64,1.3,1.51,0.94,1.12,1.11,0.92,1.0,0.88,0.98,1.01
a_0,3.82,2.49,3.06,2.86,2.4,,1.66,1.2,1.05,1.32,0.84,1.1,1.15,1.0,1.12,1.04
e_0,3.24,3.14,2.52,3.13,2.91,2.06,1.6,1.57,1.28,1.16,1.31,0.83,1.04,0.84,1.0,0.98
g_0,3.75,4.32,2.07,2.48,2.63,2.15,1.49,1.49,1.39,1.23,1.26,1.48,0.98,0.98,1.0,1.0
