,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.47,28.39,38.89,30.49,27.55,40.29,6.54,11.05,5.49,5.84,6.23,,2.69,6.0,5.71,6.16
e_1,17.14,0.46,30.95,35.12,30.84,47.03,10.16,11.34,6.19,6.32,5.53,7.07,4.27,8.52,,5.3
d_1,30.18,49.99,0.43,39.36,38.18,43.67,10.44,6.37,6.73,,5.84,7.7,3.52,6.48,5.96,2.88
c_1,32.01,35.82,40.47,0.41,27.85,45.3,12.92,10.7,,3.51,10.23,9.07,5.01,4.78,10.14,3.59
b_1,49.58,36.96,42.9,18.84,0.39,28.08,9.01,8.61,9.89,6.57,,9.1,4.47,10.13,,4.96
a_1,45.92,56.05,38.27,48.24,30.17,0.32,14.83,13.16,12.8,11.16,14.55,5.86,4.9,,,6.91
h_1,15.17,20.87,15.63,18.72,19.51,14.33,0.36,7.01,3.31,3.12,3.45,3.63,,3.9,3.42,3.06
g_1,29.49,31.35,19.31,22.23,18.47,16.47,3.12,0.33,4.22,5.84,3.49,4.96,2.66,5.8,2.16,
c_0,13.91,16.27,9.04,,16.26,14.03,4.61,2.81,0.48,4.51,3.32,3.73,2.2,2.52,3.95,2.48
d_0,17.74,8.23,,13.6,18.19,11.85,4.6,5.93,3.35,0.49,2.99,3.4,2.97,2.62,2.21,2.17
b_0,16.8,17.71,19.38,19.06,,18.23,3.59,3.37,1.97,3.92,0.45,3.08,2.23,4.96,4.75,1.97
f_0,,18.49,17.13,19.88,15.19,17.85,5.33,2.73,2.73,5.0,3.36,0.41,3.49,,3.42,2.15
h_0,12.96,10.66,13.5,11.35,13.67,12.51,,4.82,3.01,1.95,2.43,2.05,,2.04,2.99,1.63
a_0,20.74,19.24,19.75,23.07,27.25,,4.57,5.94,5.06,4.25,2.41,,2.66,0.38,,3.12
e_0,33.31,,22.86,18.37,,,6.28,6.5,5.06,4.2,4.84,1.63,2.49,,0.35,
g_0,18.12,15.1,11.44,14.88,16.13,12.86,2.95,,2.46,2.72,4.11,2.77,2.3,2.79,,
