,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.06,1.48,2.23,2.4,2.11,1.71,0.98,0.94,0.64,0.75,0.69,0.66,0.61,0.48,0.8,0.56
f_1,2.15,1.06,1.94,2.61,1.75,2.04,0.66,0.83,0.58,0.58,0.55,0.83,0.58,0.35,0.52,0.5
d_1,2.49,2.48,1.06,1.95,2.11,1.69,0.83,0.58,0.71,1.01,0.63,0.58,0.56,0.46,0.49,0.35
c_1,1.84,2.07,2.76,1.06,2.9,1.65,0.77,0.64,0.76,0.42,0.58,0.64,0.47,0.51,0.58,0.45
b_1,2.58,2.97,2.24,1.35,1.07,2.61,0.95,0.9,0.83,0.75,1.26,0.66,0.68,0.58,0.57,0.53
a_1,3.72,3.12,3.4,3.42,1.9,1.07,1.37,1.53,1.08,1.03,1.23,0.98,1.35,0.87,0.74,0.75
h_1,4.65,5.79,4.73,5.35,5.09,4.1,1.31,1.86,1.44,1.44,1.6,1.34,1.32,1.44,1.27,1.31
g_1,5.7,6.7,6.83,7.2,6.46,5.1,2.12,1.32,1.83,1.99,1.92,2.18,1.76,1.11,1.83,1.61
c_0,7.32,6.99,4.24,12.07,6.12,6.62,2.8,2.78,1.48,2.7,2.08,1.91,2.14,1.47,1.53,1.4
d_0,4.36,6.67,9.81,8.52,6.98,5.7,3.22,3.0,2.13,1.52,2.26,2.16,1.63,1.45,1.66,1.61
b_0,6.97,7.6,6.24,11.03,7.37,4.77,2.58,2.8,1.31,2.36,1.46,2.04,2.52,1.85,1.65,1.53
f_0,7.58,10.55,7.41,7.29,8.22,6.5,3.33,1.74,2.17,2.11,2.06,1.49,1.85,1.96,2.11,1.09
a_0,8.75,8.85,9.35,11.65,9.97,9.82,3.65,3.48,2.31,3.29,1.56,3.25,1.55,2.12,2.24,2.67
h_0,9.53,10.6,10.0,9.84,9.63,7.14,4.36,4.08,2.73,3.33,2.47,2.49,2.52,2.8,2.31,2.12
e_0,13.33,12.5,10.46,10.0,9.52,9.6,4.64,3.54,3.26,3.3,3.19,1.77,2.96,2.36,1.62,1.74
g_0,10.85,11.53,11.47,10.59,10.11,8.54,3.17,4.21,2.95,3.52,3.01,3.17,2.4,1.96,2.75,2.6
