,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,98.78,61.69,103.19,89.47,127.06,529.67,9460.95,17459.04,31588.88,40997.57,52886.7,49598.74,92760.57,147152.35,158329.45,303867.32
f_1,83.3,109.14,86.86,89.85,104.17,419.16,7942.26,16987.69,19099.93,36339.59,39065.87,44705.29,90883.81,125466.44,110541.39,251756.11
c_1,51.31,60.68,135.92,88.7,146.98,444.12,8003.83,14995.49,14548.86,29670.33,43354.5,39007.91,80339.89,127692.19,153024.54,223564.22
d_1,52.46,62.96,63.38,151.85,86.45,451.74,7658.19,14105.58,12871.64,58593.52,44475.44,49711.69,100506.78,129822.95,156715.41,215999.66
b_1,44.15,54.18,68.22,87.4,165.85,753.79,7356.53,12819.29,17153.38,37480.06,39492.12,38275.31,66234.31,118869.64,136841.81,241501.22
a_1,27.6,37.88,49.36,49.8,48.36,592.63,5279.07,8263.37,9627.2,22390.27,24819.56,28555.96,40616.42,70083.51,90028.86,139086.43
h_1,14.51,21.63,21.05,25.09,25.25,119.28,3124.56,5112.6,4659.0,9731.37,11095.56,12216.72,21395.72,29495.05,37720.98,77798.45
g_1,11.2,12.66,17.62,28.76,21.05,102.38,1649.11,5151.89,3199.28,8729.01,12844.43,10773.32,19784.48,27146.34,32364.95,48428.33
d_0,9.56,14.09,29.33,16.07,22.04,94.22,1844.0,3472.96,4880.96,6518.92,9556.95,9561.19,20118.15,25282.91,32877.9,55452.76
c_0,9.43,11.64,12.36,14.98,14.55,73.86,1524.16,2865.08,3024.92,9190.19,7722.02,12944.14,18258.01,22576.8,23940.78,47377.98
f_0,8.18,9.7,14.32,15.51,16.16,77.92,1418.69,2392.64,3179.99,6108.57,10095.66,8752.06,16343.66,22042.59,44058.94,34880.56
b_0,9.09,11.04,13.87,16.0,11.99,55.75,1419.07,2818.36,2456.68,6180.15,6948.57,10781.92,25416.82,19634.06,20373.48,40190.29
a_0,7.16,8.69,11.0,11.69,13.05,54.79,1165.18,2236.89,2171.73,5415.71,6555.33,5443.09,17389.4,17915.66,24748.5,31174.56
h_0,6.17,9.49,10.68,11.37,11.54,47.56,903.84,2269.4,2333.5,4866.44,4536.44,5692.33,11371.22,13869.01,17628.82,35895.69
e_0,4.11,8.27,9.1,10.5,11.61,51.25,1076.69,1761.86,1861.05,4944.87,4047.41,5618.53,8729.89,14755.94,25441.51,26462.96
g_0,4.68,6.1,8.64,12.69,9.75,41.62,747.15,1351.26,1576.45,3739.95,5957.67,4568.48,8515.11,11614.32,16578.27,20972.4
