,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.52,17.39,12.11,11.65,10.84,3.47,4.42,2.39,2.46,2.14,4.45,1.9,3.24,,2.37
f_1,12.27,0.18,11.17,12.23,11.48,12.71,2.64,3.76,3.03,2.89,2.53,,1.54,2.36,2.34,2.14
d_1,12.42,12.53,0.16,13.36,11.9,16.45,3.84,2.52,,3.32,2.55,2.41,1.69,2.95,2.46,1.05
c_1,14.24,11.63,13.78,0.15,11.39,17.62,3.7,3.22,1.44,,3.45,2.46,2.29,2.28,2.51,1.76
b_1,13.91,11.48,15.1,6.63,0.13,,2.78,3.78,2.45,3.62,,2.54,1.77,3.05,2.98,2.06
a_1,15.94,11.6,14.52,16.36,,0.08,4.65,4.03,3.39,2.78,2.36,3.08,1.51,,,1.54
h_1,3.69,3.63,3.71,3.44,4.04,2.43,0.06,1.04,0.52,0.62,0.66,0.87,,0.46,1.02,0.41
g_1,4.81,3.03,3.15,3.22,3.96,3.49,0.76,0.06,0.67,0.57,0.91,0.71,0.45,,0.82,
d_0,1.38,2.72,,2.75,2.31,2.99,0.69,0.94,0.08,0.58,0.48,0.63,0.39,0.61,0.37,0.47
c_0,2.4,3.25,1.28,,2.95,2.5,0.64,0.73,0.83,0.08,0.64,0.56,0.35,0.63,0.58,0.37
b_0,2.81,2.85,2.4,3.61,,2.5,0.74,0.54,0.7,0.25,0.07,0.53,0.39,0.44,0.46,0.54
f_0,4.23,,2.75,3.57,2.45,2.5,0.67,0.44,0.63,0.56,0.58,0.07,0.28,0.64,0.58,0.18
h_0,1.81,1.73,1.65,1.8,1.77,1.51,,0.5,0.28,0.39,0.33,0.24,,0.38,0.38,0.23
a_0,2.23,3.36,3.68,2.03,4.43,,1.03,,0.43,0.7,0.27,0.56,0.31,0.05,,
e_0,,3.08,2.57,2.09,4.06,,0.87,0.52,0.7,0.58,0.66,0.22,0.41,,0.05,0.39
g_0,1.93,2.14,1.9,2.2,1.78,2.05,0.35,,0.38,0.4,0.31,0.38,0.13,,0.25,
