,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,94.76,19.4,12.07,21.41,28.35,97.27,1848.49,3780.93,4854.59,5602.86,8049.77,,24381.06,19849.99,21901.59,40665.4
e_1,9.9,110.58,14.16,19.53,24.4,66.3,1400.24,3906.41,5322.86,7738.09,7973.45,8978.76,21047.17,18202.65,,26871.61
d_1,11.25,11.46,116.38,27.18,20.96,92.74,1656.71,3343.04,6453.89,,6112.42,6871.4,22359.76,16083.73,26279.51,44482.55
c_1,9.56,10.48,7.19,154.54,39.44,76.97,1616.67,3273.92,,2884.03,6611.21,7952.45,22975.83,14107.97,25007.21,48189.31
b_1,7.75,10.01,12.22,11.55,201.17,96.26,1847.22,3010.02,3620.73,4127.3,,7194.96,15890.7,12188.41,20397.75,28529.22
a_1,4.69,6.79,7.59,10.44,13.31,556.04,914.79,1639.41,2266.33,3172.7,,,12977.5,,,27132.55
h_1,5.98,6.34,6.06,9.1,11.41,44.5,2794.05,1789.31,2201.7,2445.0,3122.66,3532.84,,10338.5,12617.91,26873.85
g_1,3.09,4.61,6.81,4.81,7.65,36.33,581.72,5156.71,2061.78,1914.38,2078.48,3971.44,9032.69,6407.88,14355.2,
c_0,4.1,5.5,4.63,,9.42,41.53,649.02,1134.12,4989.11,2098.78,4865.72,3546.42,8887.68,7503.6,9178.72,17382.99
d_0,4.9,4.15,,13.28,9.95,33.34,639.37,1223.31,1861.84,5245.92,2572.05,3144.92,8535.77,8003.45,7944.09,19412.88
b_0,3.77,3.74,5.24,5.57,,,667.55,1270.07,1437.9,2177.72,6800.76,2247.28,10408.0,10719.03,9358.99,20218.83
f_0,,3.96,5.07,5.66,10.14,,492.97,1007.24,1483.74,2094.74,2982.17,8155.78,6095.83,5093.42,14696.58,12855.75
h_0,4.03,3.86,4.78,5.23,9.42,22.53,,1316.54,1460.09,1635.24,1506.48,2992.03,,5034.56,7843.73,20609.49
a_0,2.65,3.88,4.14,5.04,5.64,,407.95,982.33,973.19,1358.64,1379.11,2513.24,7949.3,14931.46,,8865.03
e_0,3.08,,2.62,4.67,5.42,,375.46,664.24,1274.0,986.14,1362.62,1846.84,7102.61,,20857.55,9799.22
g_0,2.36,3.23,4.78,3.9,6.6,19.54,386.42,,1236.56,1282.99,1189.73,3821.39,4118.81,4831.85,6374.34,
