,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.59,2.06,1.58,1.69,1.64,3.45,5.42,3.47,3.32,3.58,3.94,4.3,3.71,3.53,4.69
f_1,2.32,2.43,1.77,1.49,1.66,1.5,2.9,3.81,3.14,3.11,3.46,2.86,4.15,3.62,2.94,4.99
c_1,1.42,1.58,2.64,1.62,2.67,1.92,3.08,3.11,3.54,2.8,2.74,3.41,4.33,3.16,3.77,4.41
d_1,1.63,1.89,1.4,2.68,1.54,1.5,3.26,2.95,2.99,5.27,4.37,3.75,4.7,4.32,4.19,4.06
b_1,1.64,1.68,1.57,1.74,2.77,2.81,3.05,3.08,3.26,3.43,2.9,3.86,4.66,2.94,3.66,4.57
a_1,1.65,1.84,1.68,1.9,1.33,3.22,3.7,3.6,3.62,3.87,4.23,3.47,4.52,3.87,3.84,4.69
h_1,1.74,2.17,1.65,1.75,1.6,1.44,4.47,3.27,3.56,3.6,3.9,3.64,4.15,4.23,3.73,5.39
d_0,1.34,1.67,2.58,1.56,2.21,1.66,3.37,4.35,3.22,3.01,3.51,3.73,4.99,3.43,4.4,5.02
g_1,1.59,1.73,1.66,2.35,1.61,1.46,3.27,3.66,4.69,3.97,4.34,4.8,4.56,4.18,4.49,4.04
c_0,1.87,1.91,1.49,1.65,1.42,1.59,3.67,3.82,3.33,4.65,6.21,4.08,5.59,5.16,4.52,5.08
b_0,1.75,1.84,1.93,1.73,1.5,1.51,3.96,3.79,3.29,3.19,4.83,4.16,4.57,6.48,3.88,5.35
f_0,1.44,1.62,1.95,1.85,1.68,2.11,3.27,3.64,3.4,3.79,4.17,4.95,4.96,4.68,6.46,4.31
h_0,1.82,2.07,1.76,1.71,1.66,1.64,2.88,3.27,3.95,2.97,3.84,3.61,4.3,3.73,3.79,5.16
a_0,1.87,1.71,2.07,1.74,1.69,1.43,3.27,4.18,3.35,3.23,3.56,3.86,5.21,5.48,4.46,4.66
e_0,1.52,1.87,1.83,1.77,1.88,1.69,3.43,3.21,3.25,3.55,4.22,3.54,5.52,4.08,5.68,5.26
g_0,1.62,1.51,1.59,2.39,1.86,1.75,3.3,3.07,3.49,3.66,3.68,5.41,4.7,4.31,4.43,4.33
