,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.36,1.18,1.33,1.76,3.61,16.53,31.71,28.47,34.07,42.02,45.58,65.09,73.31,99.61,128.02
e_1,0.74,1.0,1.26,1.43,1.63,4.31,19.05,38.72,46.25,34.97,34.56,65.58,74.55,99.02,100.04,143.49
d_1,0.85,0.79,1.0,0.99,1.23,2.63,15.94,18.03,27.17,38.4,28.64,44.31,58.76,77.06,99.89,92.02
c_1,0.75,0.7,1.01,1.0,1.67,2.64,14.72,26.57,18.47,22.38,24.19,34.47,60.56,68.67,76.3,94.82
b_1,0.57,0.61,0.82,0.6,1.0,3.72,13.08,15.86,19.93,24.24,30.37,35.73,42.55,48.0,65.73,84.95
a_1,0.28,0.23,0.38,0.38,0.27,1.0,5.62,10.98,8.31,8.85,9.91,16.9,17.4,21.97,29.52,37.53
h_1,0.06,0.05,0.06,0.07,0.08,0.17,1.0,1.85,1.58,1.99,2.15,2.89,3.97,4.24,5.63,9.03
g_1,0.03,0.03,0.05,0.04,0.06,0.1,0.54,1.0,0.88,0.93,1.15,2.18,1.96,2.95,3.16,3.39
d_0,0.04,0.02,0.04,0.06,0.05,0.12,0.65,1.05,1.0,0.84,1.16,1.78,2.33,3.04,3.33,4.93
c_0,0.03,0.03,0.03,0.05,0.04,0.11,0.53,1.12,1.16,1.0,1.61,1.58,2.51,3.21,2.71,4.3
b_0,0.02,0.03,0.03,0.04,0.04,0.1,0.47,0.87,0.94,0.63,1.0,1.4,1.94,3.74,2.7,3.71
f_0,0.02,0.02,0.02,0.03,0.03,0.06,0.35,0.45,0.54,0.64,0.67,1.0,1.33,1.9,2.66,2.14
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.24,0.53,0.45,0.37,0.52,0.81,1.0,1.13,1.48,2.11
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.25,0.36,0.33,0.31,0.28,0.52,0.86,1.0,1.31,1.64
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.18,0.32,0.28,0.35,0.37,0.38,0.68,0.74,1.0,1.13
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.11,0.28,0.21,0.23,0.29,0.45,0.48,0.58,0.86,1.0
