,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.57,0.46,0.63,0.47,0.34,0.37,0.56,0.33,0.3,0.33,0.32,0.3,0.24,0.21,0.29
f_1,0.81,0.95,0.48,0.55,0.44,0.36,0.29,0.36,0.31,0.3,0.3,0.22,0.29,0.21,0.18,0.26
d_1,0.57,0.64,0.95,0.46,0.51,0.38,0.38,0.29,0.32,0.52,0.36,0.32,0.36,0.26,0.26,0.26
c_1,0.53,0.54,0.61,0.95,0.73,0.35,0.39,0.3,0.32,0.25,0.27,0.31,0.35,0.24,0.25,0.25
b_1,0.58,0.59,0.59,0.54,0.95,0.63,0.39,0.37,0.29,0.36,0.29,0.3,0.31,0.21,0.25,0.31
a_1,0.65,0.7,0.72,0.63,0.48,0.94,0.5,0.47,0.39,0.38,0.45,0.39,0.4,0.23,0.27,0.35
h_1,0.87,1.18,0.84,0.75,0.61,0.5,0.79,0.53,0.54,0.42,0.5,0.4,0.46,0.38,0.3,0.47
d_0,0.83,0.95,0.69,1.33,0.74,0.53,0.62,0.71,0.48,0.39,0.48,0.49,0.49,0.33,0.34,0.45
g_1,0.82,0.84,1.15,0.83,0.83,0.53,0.57,0.54,0.78,0.48,0.46,0.68,0.47,0.4,0.39,0.4
c_0,0.99,1.09,0.86,0.76,0.64,0.56,0.69,0.62,0.5,0.72,0.85,0.55,0.51,0.45,0.46,0.46
b_0,0.96,1.11,0.88,1.0,0.6,0.51,0.64,0.62,0.57,0.45,0.69,0.49,0.57,0.7,0.4,0.45
f_0,0.87,0.96,1.05,0.88,0.78,0.58,0.76,0.61,0.49,0.52,0.61,0.71,0.53,0.48,0.7,0.46
h_0,0.93,1.23,1.01,0.9,0.87,0.6,0.58,0.59,0.7,0.6,0.6,0.58,0.5,0.41,0.42,0.59
a_0,1.01,1.17,1.05,0.98,0.82,0.62,0.77,0.68,0.71,0.61,0.53,0.56,0.65,0.67,0.48,0.56
e_0,0.84,1.34,1.01,1.07,0.92,0.66,0.86,0.69,0.55,0.56,0.64,0.51,0.72,0.47,0.65,0.55
g_0,0.93,0.89,1.36,1.09,0.86,0.67,0.71,0.58,0.5,0.58,0.68,0.79,0.58,0.42,0.48,0.5
