,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.12,2.35,4.05,4.95,4.73,4.84,1.26,1.39,1.03,0.84,1.09,0.85,0.66,0.86,1.52,0.72
f_1,3.91,1.12,4.46,3.98,4.08,3.78,1.0,1.42,0.92,0.91,1.65,0.99,0.46,0.87,0.76,0.79
d_1,5.26,5.11,1.11,4.93,5.46,4.55,1.26,0.8,1.76,0.93,0.83,0.88,0.65,0.79,0.93,0.38
c_1,4.54,5.6,6.6,1.13,5.02,4.32,1.54,1.91,0.58,2.09,0.95,1.05,0.69,1.06,1.07,0.66
b_1,5.72,6.06,6.0,3.1,1.13,5.39,1.89,1.95,1.13,1.53,1.36,2.45,0.98,1.43,1.13,0.95
a_1,9.12,11.37,8.15,10.97,4.46,1.14,2.96,2.59,1.99,1.85,1.98,2.21,1.39,3.04,1.63,1.67
h_1,13.66,14.71,15.76,15.13,11.57,12.79,1.7,4.15,2.91,3.05,2.84,3.38,3.34,2.74,2.3,2.23
g_1,17.6,19.82,16.06,20.37,16.24,24.54,3.46,1.76,3.87,3.56,3.38,3.4,2.09,3.72,3.95,3.06
d_0,10.14,19.61,31.67,20.37,19.98,21.36,6.18,7.11,2.4,4.11,3.99,4.1,2.77,3.82,3.68,3.63
c_0,21.49,24.54,9.9,40.47,19.84,20.4,5.78,5.36,5.08,2.17,3.94,5.2,3.56,4.54,3.61,2.84
f_0,20.12,37.43,20.27,23.22,21.2,21.88,5.6,3.74,4.32,3.68,2.19,4.16,3.23,4.01,4.26,2.48
b_0,21.62,27.66,19.67,30.88,36.54,20.4,6.85,6.19,4.79,2.36,4.11,2.27,3.56,4.64,4.46,3.17
h_0,24.89,32.8,26.39,27.23,29.86,29.77,13.48,7.98,6.17,5.72,5.65,4.79,6.19,4.8,5.41,4.14
a_0,27.02,47.51,31.07,29.65,33.87,49.08,8.48,7.11,5.46,5.39,5.39,3.36,4.64,2.52,5.12,4.05
e_0,46.13,44.12,31.67,29.95,33.06,38.64,8.64,6.84,7.57,6.47,3.3,5.88,4.54,5.74,2.6,4.51
g_0,43.48,37.06,35.75,36.52,33.06,31.86,7.95,15.28,6.94,5.88,6.42,6.44,3.85,7.0,5.66,6.77
