,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.91,0.96,1.07,0.68,0.53,0.62,0.5,0.41,0.38,0.32,0.29,0.31,,0.33
f_1,1.33,1.0,1.23,1.2,0.65,0.66,0.46,0.38,0.46,0.61,0.42,,0.29,0.35,0.28,0.3
c_1,1.1,0.81,1.0,0.93,1.37,0.88,0.48,0.34,,0.48,0.32,0.38,0.36,0.37,0.43,0.35
d_1,1.04,0.84,1.07,1.0,1.16,0.77,0.48,,0.7,0.37,0.44,0.39,0.34,0.25,0.3,0.26
b_1,0.94,1.53,0.73,0.86,1.0,1.45,0.56,0.56,0.62,0.55,,0.5,0.36,0.35,,0.29
a_1,1.47,1.51,1.14,1.3,0.69,1.0,0.78,0.59,0.46,0.62,0.61,0.54,0.33,,,0.41
h_1,1.9,2.18,2.08,2.1,1.79,1.28,1.0,0.87,0.89,1.01,0.86,0.78,,,0.56,0.82
d_0,1.62,2.64,2.97,,1.79,1.69,1.14,1.0,0.84,0.85,0.91,0.91,0.94,0.62,0.73,0.88
c_0,2.0,2.18,,1.43,1.61,2.18,1.12,1.18,1.0,0.96,1.09,0.85,0.88,0.99,0.81,0.94
g_1,2.43,1.64,2.09,2.69,1.81,1.62,0.99,1.18,1.04,1.0,1.01,1.02,0.79,0.66,0.69,
b_0,2.64,2.41,3.17,2.3,,1.64,1.16,1.1,0.91,0.99,1.0,0.84,0.93,1.35,0.75,0.72
f_0,3.08,,2.64,2.59,2.01,1.86,1.29,1.1,1.18,0.98,1.19,1.0,1.18,,0.94,0.55
h_0,3.43,3.42,2.77,2.92,2.74,3.02,,1.07,1.13,1.27,1.07,0.85,,0.74,1.17,1.2
a_0,3.24,2.89,2.72,3.94,2.86,,,1.6,1.01,1.5,0.74,,1.36,1.0,1.0,0.87
e_0,,3.63,2.34,3.28,,,1.79,1.37,1.24,1.44,1.34,1.06,0.85,1.0,1.0,0.98
g_0,3.02,3.33,2.86,3.91,3.45,2.45,1.22,1.13,1.07,,1.39,1.83,0.84,1.16,1.02,
