,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.12,3.56,3.36,3.42,3.23,1.15,1.15,1.0,1.28,0.92,0.94,0.87,0.72,1.29,0.75
f_1,3.72,1.07,3.08,3.29,2.81,2.5,0.96,1.05,0.93,1.29,0.92,1.86,0.59,0.89,0.86,0.8
c_1,3.15,3.76,1.07,4.42,3.92,2.51,1.32,0.59,1.39,1.3,0.84,0.87,0.78,1.0,0.91,0.74
d_1,4.42,3.3,3.28,1.06,3.44,2.68,1.26,2.91,1.09,0.9,1.05,1.21,0.7,0.98,0.89,0.46
b_1,3.98,4.96,2.49,3.93,1.07,5.31,1.64,1.33,1.56,1.64,2.23,1.0,0.83,1.1,1.05,0.96
a_1,5.43,5.43,5.59,6.37,2.43,1.07,1.88,1.75,1.5,1.95,1.97,1.41,1.58,2.17,1.27,1.27
h_1,8.15,8.56,7.62,7.03,6.82,6.65,1.39,2.3,2.38,2.56,2.22,1.74,2.46,1.64,1.91,1.73
d_0,5.32,9.08,11.23,10.59,8.46,7.25,3.48,1.68,2.02,2.8,2.66,2.35,1.8,2.25,1.89,2.06
c_0,8.3,10.62,20.2,5.73,9.62,6.72,3.33,3.31,1.63,3.54,3.4,2.28,2.04,2.18,2.14,2.48
g_1,8.75,10.4,9.74,8.68,8.9,7.79,3.14,2.82,2.53,1.38,2.87,2.85,1.58,2.21,2.03,3.16
b_0,8.16,10.51,12.99,7.33,23.96,7.62,4.08,2.64,1.56,3.47,1.6,2.5,1.98,2.58,2.01,2.37
f_0,8.93,21.59,11.25,8.89,12.05,9.74,4.16,2.95,2.85,2.31,3.05,1.65,2.57,2.57,2.53,1.84
h_0,11.32,15.26,12.27,11.83,11.82,9.98,11.02,3.57,3.58,5.66,3.48,3.51,4.89,2.87,3.47,2.49
a_0,14.69,13.12,12.17,10.71,15.62,,5.09,4.04,4.43,4.08,2.48,3.75,3.35,1.68,2.61,3.31
e_0,27.26,14.5,14.19,11.78,11.25,13.34,4.81,4.45,4.32,4.36,4.37,2.48,3.29,4.22,1.69,2.85
g_0,13.85,16.17,14.42,14.89,13.29,12.65,4.82,4.27,3.6,7.0,3.61,3.98,2.81,3.83,3.65,4.56
