,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,0.92,1.03,0.94,0.78,0.62,0.58,0.7,0.68,0.58,0.56,0.53,0.51,0.51,0.59
e_1,0.81,1.0,0.95,1.19,0.97,0.84,0.71,0.64,0.69,0.84,0.64,0.71,0.61,0.62,0.61,0.61
d_1,1.14,1.04,1.0,0.85,0.89,0.91,0.7,0.84,0.56,0.67,0.73,0.62,0.61,0.62,0.6,0.49
c_1,0.99,0.85,1.16,1.0,1.37,0.83,0.71,0.57,0.72,0.47,0.53,0.61,0.61,0.56,0.58,0.59
b_1,1.08,0.99,1.12,0.72,1.0,1.38,0.82,0.75,0.67,0.65,0.63,0.62,0.65,0.51,0.56,0.65
a_1,1.3,1.16,1.09,1.16,0.76,1.0,0.94,0.81,0.82,0.91,0.91,0.76,0.78,0.74,0.65,0.7
h_1,1.62,1.37,1.46,1.43,1.24,1.06,1.0,0.91,1.04,0.86,0.88,0.81,0.88,0.85,0.78,0.91
c_0,1.76,1.58,1.22,1.71,1.37,1.15,1.07,1.0,1.04,1.17,1.26,0.92,0.96,1.09,0.89,0.82
g_1,1.42,1.4,1.76,1.45,1.44,1.27,0.93,0.98,1.0,0.92,0.93,1.11,0.83,0.86,0.8,0.82
d_0,1.4,1.18,1.52,2.12,1.58,1.1,1.21,0.9,1.12,1.0,0.96,0.91,0.98,0.93,0.87,0.93
b_0,1.72,1.61,1.39,1.83,1.56,1.12,1.15,0.82,1.08,1.02,1.0,0.93,1.03,1.23,0.9,0.83
f_0,1.68,1.46,1.54,1.56,1.65,1.29,1.23,1.12,0.9,1.1,1.06,1.0,1.05,1.14,1.21,0.74
h_0,1.84,1.66,1.66,1.64,1.57,1.26,1.16,1.07,1.24,1.03,0.98,0.95,1.0,0.87,0.94,1.03
a_0,1.95,1.6,1.55,1.8,1.87,1.42,1.17,1.02,1.17,1.09,0.89,0.93,1.1,1.0,1.03,0.9
e_0,2.03,1.67,1.73,1.7,1.67,1.47,1.28,1.13,1.26,1.1,1.15,0.83,1.07,0.93,1.0,0.9
g_0,1.71,1.58,2.01,1.71,1.6,1.42,1.15,1.18,1.21,1.09,1.21,1.37,0.98,1.09,1.12,1.0
