,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.74,0.91,1.01,1.04,1.05,1.08,1.22,0.88,0.95,1.15,0.95,1.06,0.96,1.25,
f_1,1.36,1.0,1.02,0.97,1.04,1.04,0.87,0.98,1.04,0.95,1.04,,0.81,1.0,0.96,
d_1,1.1,0.98,1.0,1.04,0.88,1.0,1.07,,1.25,0.88,0.89,0.95,1.17,0.87,0.9,0.83
c_1,0.99,1.03,0.96,1.0,1.46,0.97,1.19,0.87,,0.91,0.95,0.85,0.9,1.29,0.96,0.88
b_1,0.96,0.96,1.13,0.68,1.0,1.15,1.02,1.2,1.24,,,0.73,1.02,0.85,0.9,1.18
a_1,0.95,0.96,1.0,1.03,0.87,1.0,0.87,1.15,1.15,1.24,1.1,,1.03,,0.97,
h_1,0.93,1.15,0.94,0.84,0.98,1.15,1.0,1.0,0.83,1.22,0.93,1.07,,0.77,1.41,1.0
d_0,0.82,1.03,,1.15,0.83,0.87,1.0,1.0,1.08,1.1,1.03,1.07,1.22,0.76,0.96,1.26
c_0,1.14,0.96,0.8,,0.8,0.87,1.2,0.93,1.0,0.89,1.45,1.04,0.9,1.11,1.0,
g_1,1.05,1.05,1.13,1.1,,0.8,0.82,0.91,1.12,1.0,0.95,1.28,0.75,,,
b_0,0.87,0.96,1.13,1.05,,0.91,1.08,0.97,0.69,1.05,1.0,1.21,1.03,1.57,1.04,1.0
f_0,1.05,,1.05,1.18,1.36,,0.94,0.93,0.97,0.78,0.82,1.0,1.11,0.97,0.7,1.58
h_0,0.94,1.23,0.86,1.11,0.98,0.97,,0.82,1.11,1.33,0.97,0.9,,0.8,1.1,0.92
a_0,1.04,1.0,1.15,0.77,1.18,,1.3,1.32,0.9,,0.64,1.03,1.24,1.0,0.93,
g_0,0.8,1.04,1.11,1.04,1.11,1.04,0.71,1.04,1.0,,0.96,1.43,0.91,1.07,,0.88
e_0,,,1.21,1.14,0.85,,1.0,0.79,,,1.0,0.63,1.09,,1.13,1.0
