,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,100.32,110.51,79.28,134.91,174.33,402.53,9811.79,22889.93,27758.85,23268.81,33916.41,44239.77,106299.82,145327.68,135030.62,183819.8
e_1,59.71,115.22,79.1,156.96,167.75,376.91,10396.94,22811.04,37005.71,24226.38,37897.73,56813.12,115018.08,147174.45,146009.0,186269.81
d_1,65.38,74.86,123.17,104.69,166.81,402.94,10059.49,19340.87,18664.38,37045.65,39050.32,51391.18,110201.28,141977.95,162192.99,170290.46
c_1,51.67,56.1,75.08,171.23,230.61,384.18,7628.23,17165.22,17394.56,18531.07,25201.24,42936.91,92303.21,105357.73,124551.35,141901.12
b_1,50.18,54.53,64.1,88.59,226.45,503.19,7486.78,15061.82,17650.17,20297.13,24599.91,39522.66,87506.51,87581.28,120566.86,136347.92
a_1,41.25,46.72,51.42,70.74,85.14,453.5,6235.62,14463.69,14795.51,15452.74,21113.8,30373.29,66117.69,80103.38,85584.86,114812.61
h_1,20.79,19.47,21.19,33.18,42.69,88.04,3210.57,6321.75,6243.89,5813.74,9534.15,13356.22,26531.54,34551.26,43640.35,56221.31
g_1,11.24,14.72,21.06,25.6,34.51,71.72,1790.2,5997.57,4715.55,4932.8,7208.62,13939.43,18758.15,28873.76,31698.51,36732.2
d_0,11.88,13.44,14.78,37.22,38.63,73.83,1786.03,4166.94,5852.44,3501.8,6082.25,9790.09,22044.76,26664.34,30553.81,34082.47
c_0,13.51,15.53,14.95,25.09,29.59,71.48,2125.13,4516.5,5605.08,5730.85,10755.08,10711.06,24050.1,32814.81,33406.26,38352.88
b_0,12.45,13.54,14.22,22.9,28.33,66.63,1749.7,4062.88,4454.28,3880.71,7836.68,9428.08,19910.83,40465.5,26894.27,31644.91
f_0,9.83,10.09,13.53,19.58,28.18,69.62,1505.08,2982.74,3842.4,4356.45,5412.57,10331.78,18662.15,21853.31,39375.75,29281.3
h_0,9.37,9.41,11.43,15.82,20.9,51.18,1139.7,3200.73,2882.08,3116.05,4470.08,6319.68,12918.27,19608.87,16789.34,28718.16
a_0,7.14,7.97,9.37,15.43,23.69,36.89,1265.91,2708.01,2878.92,2805.47,3643.11,6667.67,12438.33,21787.74,20078.85,19381.7
e_0,7.31,6.88,9.29,15.18,19.63,44.48,1091.41,2471.51,2658.23,2953.8,4311.79,5252.89,14740.84,15333.89,22514.4,22175.39
g_0,6.92,7.55,11.59,13.09,18.83,41.01,995.8,2054.37,2383.2,2800.89,3837.17,6862.23,11939.52,16609.02,17628.34,17648.45
