,e_1,f_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8965.11,5817.13,6376.26,16858.41,22989.14,47779.91,7094922.46,15961642.28,16814477.96,42080670.97,32213347.95,45051651.82,183818874.76,125199639.55,160450392.09,386959604.32
f_1,6816.32,11782.62,5647.1,13579.87,22110.96,52031.48,6487291.64,14427566.17,15886808.63,26335971.81,31230350.72,30935778.89,176491911.97,124313246.26,132789291.38,313314538.42
d_1,4229.45,5522.12,15275.02,10044.04,23105.36,55438.44,7534693.6,30295294.95,19303762.04,20925879.84,38694633.39,49599165.42,196220745.53,150724124.13,235167482.27,394286640.45
c_1,4158.28,5061.16,6632.32,34683.58,42649.23,57459.86,6211715.64,11689541.14,18157019.74,23664612.2,27755856.23,47858373.44,169664809.55,106341971.41,189831679.67,349177002.51
b_1,3792.36,5542.69,6823.63,14598.06,71748.83,103904.43,6636992.1,15446506.63,18730467.43,23865651.11,23038802.28,45388204.58,183521084.33,98893603.77,183488334.46,347972304.79
a_1,4383.07,5599.31,6760.7,13151.72,23805.18,191304.67,8159524.8,17018861.65,21698246.34,22995616.96,34478899.51,55273765.13,200793568.15,114874836.62,243205306.12,361042240.46
h_1,4152.2,7563.33,7590.25,12917.29,25996.47,49809.89,12805333.34,18191343.04,23044796.74,26827190.2,34846406.5,53358920.09,147790953.5,151779083.59,235545376.15,501211008.39
c_0,4415.66,6459.8,7722.85,11883.65,23313.84,54887.71,8440524.01,27749286.78,22889643.65,30498977.61,63607927.84,55301029.74,220456368.9,191975381.46,237743005.58,432314384.06
g_1,4033.23,5361.05,10488.35,11910.08,28707.21,62442.09,6883935.73,20960658.6,39883470.0,24178865.01,34838636.96,63234842.25,179802590.86,153316086.97,228388687.73,285690274.78
d_0,4466.54,5930.61,5323.28,23700.93,31151.05,52994.57,6994407.55,13756936.98,20338451.49,36946133.76,35250326.29,50952460.32,197161034.38,138835478.54,207003641.32,401228232.7
b_0,5036.24,6365.73,7887.28,14923.37,22332.35,35774.11,7786953.18,19153999.36,19620294.11,27045131.32,54020641.97,53149388.5,190183565.94,284480894.78,235799915.68,409101768.62
f_0,3671.88,4764.21,7542.97,16157.2,29691.72,63813.28,8151167.6,19975096.35,21194114.49,32250261.15,37392087.22,82282078.32,199740660.39,167851846.4,434869758.8,411043198.15
h_0,4864.23,7157.88,7208.4,13733.58,27382.33,54761.28,5196921.57,17375102.06,23752857.25,28327513.46,37729190.64,45123010.64,154626486.36,145128363.77,212369272.36,456024635.02
a_0,4479.43,6490.54,8107.01,16024.8,28444.71,30876.96,8053182.73,20665531.89,21095765.93,29186878.5,33456270.97,52626596.24,217549237.72,270800262.63,218332761.04,378072547.19
e_0,3940.17,7579.23,6491.51,14248.44,26875.42,63130.79,8278585.76,20840958.94,20164221.46,27760485.79,38623180.04,54916503.72,209829299.94,162944633.49,425626864.21,434610761.87
g_0,3963.69,5434.85,9826.48,15097.94,26320.34,52934.05,7186829.86,19644051.91,17058677.52,25909089.22,39605726.18,74992186.55,186606322.35,146542928.23,236127220.74,302809324.67
