,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.47,0.15,0.13,0.17,0.17,0.13,0.22,0.3,0.16,0.17,0.22,0.14,0.23,0.16,0.2,
f_1,0.28,1.48,0.17,0.16,0.17,0.15,0.19,0.2,0.21,0.14,0.21,,0.18,0.17,0.16,
d_1,0.17,0.17,1.53,0.16,0.14,0.14,0.2,,0.32,0.19,0.17,0.19,0.26,0.15,0.2,0.13
c_1,0.19,0.19,0.15,1.56,0.26,0.12,0.25,0.24,,0.15,0.15,0.16,0.19,0.2,0.2,0.17
b_1,0.19,0.19,0.2,0.13,1.61,0.17,0.22,0.27,0.26,,,0.13,0.21,0.14,0.17,0.2
a_1,0.17,0.2,0.18,0.16,0.15,1.75,0.21,0.26,0.26,0.23,0.22,,0.24,,0.2,
h_1,0.4,0.51,0.33,0.32,0.37,0.4,1.61,0.49,0.41,0.49,0.43,0.49,,0.27,0.6,0.35
d_0,0.48,0.48,,0.65,0.37,0.32,0.55,1.38,0.58,0.48,0.53,0.61,0.74,0.34,0.46,0.49
c_0,0.51,0.48,0.46,,0.34,0.34,0.69,0.51,1.43,0.41,0.89,0.55,0.48,0.44,0.58,
g_1,0.48,0.39,0.56,0.42,,0.26,0.4,0.43,0.54,1.78,0.44,0.71,0.39,,,
b_0,0.44,0.49,0.51,0.39,,0.32,0.62,0.54,0.44,0.49,1.48,0.62,0.68,0.79,0.59,0.4
f_0,0.44,,0.55,0.55,0.57,,0.57,0.63,0.59,0.48,0.46,1.48,0.6,0.47,0.44,0.92
h_0,0.62,0.85,0.54,0.63,0.52,0.49,,0.65,0.77,0.83,0.78,0.54,,0.42,0.87,0.55
a_0,0.58,0.54,0.6,0.35,0.54,,0.72,0.82,0.48,,0.41,0.59,0.69,1.67,0.53,
g_0,0.44,0.6,0.77,0.64,0.59,0.5,0.49,0.73,0.81,,0.73,1.1,0.78,0.63,,0.56
e_0,,,0.62,0.66,0.41,,0.57,0.45,,,0.54,0.45,0.71,,0.72,1.7
