,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,112.88,55.23,103.68,78.15,99.09,273.3,9941.54,13735.41,15854.7,18605.78,25805.83,18546.8,68035.4,60277.44,54639.6,162038.82
d_1,62.21,113.55,64.52,65.05,98.84,337.3,12869.24,14547.58,28281.4,14363.32,31675.85,33700.0,71817.7,72791.94,88564.56,131505.85
e_1,51.09,48.15,129.98,85.57,98.03,310.33,11225.01,15526.47,16676.16,28938.54,24385.22,34561.29,81830.63,64340.99,68312.77,160591.73
c_1,51.29,50.7,55.57,145.93,153.28,250.67,10324.11,12447.45,9371.93,13535.1,19332.78,26071.83,68527.3,52721.33,67044.63,145173.03
b_1,44.65,47.57,51.66,51.83,188.28,480.38,9062.85,11118.74,13322.76,14625.54,14416.05,24243.07,64903.22,49461.28,74653.61,155656.09
a_1,35.15,32.27,30.69,47.06,51.18,497.57,7697.69,8798.77,11012.95,8745.37,16703.69,19105.48,52782.98,26030.19,49229.54,94639.98
h_1,16.51,12.65,14.89,19.6,18.14,72.94,4457.22,4419.02,4240.92,3971.67,7412.38,6691.64,15785.26,16218.19,18294.89,50252.65
g_1,10.9,16.97,11.48,16.35,22.85,64.76,2032.2,5496.12,3684.68,3569.24,5830.05,9176.57,13536.03,14034.19,17947.19,28585.12
c_0,14.29,11.94,14.0,15.13,16.33,59.77,2390.58,3344.67,5318.46,4363.61,9214.05,7569.74,18207.76,15297.96,17368.2,36126.07
d_0,11.78,8.47,11.51,26.43,20.67,67.79,2512.73,3202.12,2863.35,5347.16,6585.88,6545.86,15402.9,13895.12,16256.0,33450.26
b_0,11.19,11.54,12.44,17.06,12.82,47.66,1958.44,2916.09,3127.37,3038.94,7340.24,5816.21,15629.24,21457.43,14346.22,28612.55
f_0,8.45,10.6,9.36,16.37,17.01,55.84,2114.39,2359.07,3060.38,3878.85,5057.75,7892.76,15221.61,12677.5,27714.61,26003.86
h_0,10.19,9.15,9.01,9.56,12.61,39.0,1002.92,2830.37,2663.13,2507.23,3490.79,3920.11,9300.45,8627.34,10833.18,28179.71
a_0,8.31,7.83,9.14,13.2,13.35,36.08,1385.57,2027.7,2483.06,2752.39,3022.98,4146.27,11338.74,14524.3,11882.28,23130.64
e_0,9.04,7.4,7.32,10.4,11.82,44.73,1582.8,2192.23,2597.11,2396.98,4253.32,3054.44,10626.26,10555.43,16851.31,19910.4
g_0,5.84,9.31,6.17,7.66,9.6,34.27,1066.0,1416.3,1937.15,1702.05,3179.56,4796.98,7850.24,6402.19,9858.71,14451.27
