,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.51,0.7,0.7,0.86,0.69,0.66,0.9,0.78,1.32,0.69,0.93,0.79,0.9,0.82,0.68,0.88
f_1,1.15,1.52,0.63,0.74,0.58,0.58,0.74,0.73,0.88,0.8,0.55,0.81,0.82,0.64,0.57,0.89
d_1,0.73,0.87,1.55,0.67,0.61,0.54,0.89,0.76,0.56,1.38,0.76,1.08,0.98,0.84,0.72,0.81
c_1,0.71,0.78,0.69,1.56,1.22,0.51,0.83,0.83,0.71,0.51,0.82,0.6,0.9,0.72,0.76,0.77
b_1,0.73,0.82,0.81,0.6,1.62,1.11,0.8,0.92,0.94,0.92,0.9,0.5,0.99,0.67,0.71,0.84
a_1,0.8,0.77,0.94,1.01,0.62,1.76,1.04,0.82,1.09,0.98,0.94,0.9,1.08,0.51,0.86,0.99
h_1,0.93,1.3,1.0,0.96,0.82,0.66,1.79,1.46,1.18,1.04,1.15,1.06,1.05,0.96,0.96,1.33
g_1,0.98,0.95,1.46,0.88,0.86,0.74,1.01,1.83,1.13,1.22,1.47,0.97,1.04,1.02,1.09,1.13
d_0,0.94,1.11,0.77,1.7,1.0,0.7,1.13,0.87,1.6,0.87,0.99,1.08,1.46,1.02,0.96,1.13
c_0,1.2,1.13,1.06,0.91,0.6,0.86,1.24,1.04,1.4,1.7,1.34,1.95,1.35,0.98,0.96,1.31
f_0,0.88,0.89,1.23,1.07,0.99,0.86,1.19,1.1,1.38,1.1,1.76,1.35,1.39,1.01,2.0,1.14
b_0,1.15,1.24,0.99,1.19,0.74,0.74,1.1,1.24,1.33,1.04,1.16,1.72,1.48,1.85,0.84,1.21
h_0,1.06,1.48,1.26,1.02,0.98,0.74,0.8,1.47,0.99,1.27,1.05,1.05,1.13,0.94,0.92,1.46
a_0,1.12,1.18,1.13,1.12,1.13,0.79,1.43,1.09,1.28,1.32,1.25,1.07,1.58,1.74,1.07,1.08
e_0,0.82,1.38,1.21,1.11,1.04,0.72,1.41,1.21,1.4,1.51,0.99,1.55,1.55,1.05,1.79,1.27
g_0,1.02,0.97,1.76,1.07,0.9,0.79,1.18,0.98,1.15,1.18,1.75,1.27,1.4,1.32,1.28,1.01
