,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,98.24,45.76,51.66,95.3,134.11,484.46,7404.23,24870.29,18047.25,16550.34,26704.57,44911.85,77461.77,99080.43,143731.42,92873.37
f_1,69.34,105.7,47.72,71.12,118.13,403.6,6645.75,15435.89,14385.48,16705.7,19555.78,24773.84,67647.78,86352.41,125370.15,103472.06
d_1,41.08,56.9,107.74,60.14,134.06,425.69,6842.29,12506.69,23821.43,16569.8,26645.66,41988.49,87358.21,103456.08,127672.68,167958.02
c_1,34.74,43.14,43.05,149.63,177.19,457.57,6185.34,11893.88,6144.32,10990.87,15381.72,37471.55,63512.53,78869.96,116836.96,153005.38
b_1,34.61,38.51,31.56,54.8,243.4,479.7,4600.18,10467.1,9826.65,8897.04,8730.19,28142.61,59613.79,63029.51,75559.4,108748.17
a_1,20.89,23.74,29.02,32.53,63.51,667.11,3912.27,6938.6,6923.76,7384.35,13992.75,17759.43,45099.84,26112.75,57736.64,68829.92
h_1,11.91,16.21,13.71,19.9,31.91,91.98,3061.0,3406.23,3814.9,5176.46,6358.47,9886.37,14161.86,24779.56,41249.33,44785.6
d_0,7.74,10.96,7.24,26.21,28.5,102.77,1523.37,4483.06,3067.7,3699.76,5323.94,8835.73,19362.42,19869.14,24479.77,33771.33
c_0,9.93,11.12,10.5,12.71,23.58,79.2,1528.47,3381.5,4609.75,3719.4,8354.54,9263.57,19334.72,26138.28,28634.31,37458.42
g_1,8.27,8.72,14.51,16.47,25.03,70.42,1214.75,2531.11,3443.46,5823.7,4779.2,9510.45,15310.52,20736.45,21020.44,32591.79
b_0,6.55,11.54,9.44,15.96,18.45,60.85,1466.98,3031.08,2585.01,3001.3,6539.6,8635.96,16279.65,29020.72,23434.37,29745.66
f_0,5.38,6.61,8.88,12.84,21.33,73.92,1313.84,2304.62,2521.75,2639.43,3442.66,9861.74,13172.05,14545.43,18144.22,45879.54
h_0,5.69,8.7,7.04,10.23,18.53,53.9,688.01,1798.75,2035.19,2534.07,2901.17,4554.07,8113.99,12377.86,20447.63,20307.14
a_0,4.87,6.23,7.1,7.16,14.84,33.15,785.08,1958.31,1917.75,1748.44,2878.88,5840.43,9542.87,19628.36,15669.89,22998.21
g_0,4.46,5.58,8.03,8.09,16.11,48.21,761.05,1599.88,1480.3,1353.25,2654.93,6477.2,8663.28,7020.12,9888.49,18482.56
e_0,3.24,5.91,5.78,7.21,15.16,49.2,862.34,1479.05,1185.87,1679.94,2354.13,3494.78,7180.27,8185.99,12746.88,26636.65
