,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9204.42,4868.93,2432.28,4499.74,6290.97,31072.29,2550569.87,6336380.21,10429426.92,13993064.86,20649323.19,11302181.88,108087727.26,70056860.26,84624598.21,227306434.72
e_1,2491.31,12518.1,2763.08,5321.36,6020.91,31442.57,2611769.33,8237353.75,12226809.28,24900118.26,21733945.69,26775155.62,110128194.46,83999360.97,54077424.42,238119133.39
d_1,2280.84,2501.11,13917.18,4758.49,5984.5,37732.69,2571575.26,7047290.86,20558694.06,5519878.64,22144686.9,26771543.1,106678341.7,75662601.62,130728764.1,300234717.48
c_1,2154.53,2156.73,2515.08,24308.41,14774.04,31812.86,2699428.82,6438164.86,4050078.76,10860155.3,16317299.86,25863392.2,106876593.83,75676594.39,120396356.16,300781072.55
b_1,2071.82,2472.39,3286.85,4158.91,41003.11,68280.44,2971863.55,6926203.88,11779057.38,11441239.68,9722749.52,32559492.45,102047697.33,61474516.46,141476923.97,237533447.19
a_1,1925.98,2334.03,3693.94,5402.51,7399.85,312055.88,2827369.53,6172812.39,10815298.99,12203338.35,15332530.44,24189573.31,102298748.55,33237860.54,133055484.77,375339574.58
h_1,3294.99,3211.03,3682.48,5736.0,7691.27,40814.35,8664217.61,10344587.77,11761195.7,14711786.38,25340611.22,33523712.74,93577718.75,95936820.91,141656897.69,433006907.32
g_1,1923.4,2948.38,5344.95,5718.49,7097.81,46414.99,3127256.55,29546306.24,16289301.74,15990841.4,24036442.06,49644203.0,140672387.67,95456263.06,192088038.13,161243524.54
c_0,3281.45,3284.79,3833.15,2694.66,7248.72,44866.63,3200273.6,8423450.04,31030287.57,18021255.94,47261017.24,34047025.19,138737674.26,116326203.81,166746275.34,355949351.57
d_0,2685.07,3046.19,2049.83,10665.58,7469.08,43947.59,3272580.39,9360269.82,10006129.22,35134344.31,23479273.36,36634358.06,128659769.61,92371116.64,159687218.9,287187996.08
b_0,2795.31,3133.94,4078.15,6509.85,4692.87,26423.51,4047933.05,9567375.35,14452689.23,20174074.96,59190881.6,35932946.94,166063594.15,183033596.47,176022066.69,392846034.88
f_0,1883.47,2857.94,4616.1,5842.96,8576.0,45265.28,3607654.62,8763165.83,13614225.8,14864491.36,28307380.12,81216626.65,157502834.05,95022370.96,303873537.6,360426701.9
h_0,3486.72,2958.13,4382.26,6248.1,8311.63,39151.91,1561345.61,11674394.17,14551947.1,16698832.85,19221401.52,34548213.86,68728509.4,82138950.26,150985522.66,406139356.78
a_0,2678.2,3474.08,4229.83,6919.94,7514.62,13050.64,3770078.41,10377239.26,15954544.42,16291544.24,20878418.9,34548213.86,172659426.07,261503596.76,175636220.23,363943059.97
e_0,3395.95,1554.02,4217.97,6070.61,9516.39,30463.47,4043153.91,7911572.91,15247932.89,15180757.13,23955997.72,34745080.92,172294610.35,88987326.23,501162942.47,357447968.83
g_0,2319.67,2811.89,5751.06,5492.18,9880.49,43769.01,3113112.4,4404756.08,14553022.72,14854789.96,23340563.73,54163957.44,126494189.09,107520060.72,155012055.31,172474127.29
