,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.67,1.29,1.1,1.35,1.29,1.17,0.48,0.51,0.44,0.49,0.44,0.56,0.28,0.35,0.42,0.37
e_1,0.88,0.66,1.39,1.48,1.15,1.09,0.63,0.71,0.5,0.58,0.51,0.6,0.41,0.6,0.4,0.63
d_1,1.49,1.53,0.65,1.23,1.16,0.97,0.62,0.43,0.53,0.78,0.5,0.46,0.39,0.43,0.27,0.45
c_1,1.32,1.09,1.58,0.64,1.58,1.42,0.61,0.58,0.58,0.3,0.47,0.47,0.41,0.48,0.38,0.44
b_1,1.63,1.79,1.58,0.86,0.61,1.65,0.64,0.69,0.62,0.53,0.72,0.49,0.48,0.48,0.52,0.49
a_1,2.0,1.84,1.8,1.85,0.88,0.56,0.81,0.76,0.61,0.58,0.84,0.54,0.54,0.97,0.48,0.55
h_1,2.13,1.89,1.91,1.93,1.97,1.77,0.58,0.95,0.64,0.78,0.68,0.73,0.72,0.6,0.63,0.68
g_1,2.51,2.0,2.38,2.11,2.03,1.93,0.73,0.55,0.79,0.8,0.83,0.79,0.55,0.71,0.67,0.84
c_0,2.44,2.29,1.41,3.35,2.28,2.01,1.12,1.06,0.61,0.91,0.94,0.8,0.65,0.81,0.61,0.69
d_0,2.23,1.35,2.88,2.85,2.26,2.46,1.03,1.16,0.92,0.61,0.75,0.83,0.67,0.68,0.68,0.75
b_0,2.35,2.28,1.76,2.87,3.33,1.75,1.01,1.03,0.5,1.01,0.58,0.84,0.64,1.13,0.62,0.7
f_0,3.51,2.25,2.16,2.16,2.6,2.03,1.07,0.84,0.8,0.79,0.84,0.58,0.7,0.72,0.44,0.94
h_0,2.97,2.37,2.31,2.55,2.35,2.01,1.39,1.22,0.94,1.03,0.87,0.95,1.02,0.83,0.79,0.74
a_0,3.33,2.14,2.45,2.56,3.35,2.99,1.33,1.07,0.96,1.15,0.53,0.96,0.72,0.56,0.74,0.94
g_0,3.09,2.78,2.88,3.1,2.5,2.12,1.01,1.57,0.85,1.03,0.92,1.23,0.61,0.95,0.95,0.84
e_0,3.5,3.2,2.73,2.83,2.73,2.39,1.11,0.97,0.91,0.98,0.97,0.53,0.84,0.81,0.92,0.55
