,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.46,46.64,79.55,55.68,133.87,270.92,8933.24,24723.81,21321.3,18862.93,26797.56,41695.27,109127.82,86241.3,83363.88,179722.77
f_1,74.1,109.24,57.23,64.6,99.48,247.21,8311.13,14623.08,17304.63,15391.07,21573.14,21150.27,79003.49,88186.24,107867.85,149443.11
c_1,36.72,48.9,127.56,68.04,190.16,218.35,8642.35,11415.15,8698.11,15846.72,15684.16,31902.55,92602.71,83646.0,110196.99,157869.62
d_1,42.48,50.7,44.32,135.26,110.95,217.09,8895.17,10805.97,27399.55,16766.32,27114.7,39225.31,90449.51,98075.62,113764.43,152472.62
b_1,29.49,43.44,38.5,46.05,227.57,391.82,6742.25,10406.23,13679.82,12542.86,7121.39,23723.44,65251.38,53725.21,94584.44,131592.63
a_1,25.13,34.32,41.38,41.34,49.95,442.93,5353.85,9367.92,11912.98,10567.87,14832.76,21167.74,58651.47,32022.76,64123.21,99482.97
h_1,10.86,15.16,14.18,15.87,27.43,63.92,3789.94,3354.22,4632.03,5308.96,4765.45,8642.24,15762.48,21462.81,31636.52,49978.61
d_0,8.44,10.5,23.19,9.43,25.16,56.93,2040.17,4506.84,3234.38,3488.43,5371.02,8321.81,21387.9,19471.67,25561.89,37955.76
c_0,9.74,10.33,10.65,13.69,18.11,56.55,1713.02,3537.37,5541.29,3744.46,7907.07,7505.15,18829.01,18692.1,23576.7,38075.28
g_1,7.82,8.31,11.72,17.19,23.96,48.74,1723.67,2802.89,3645.15,6655.58,4403.75,11175.85,14957.97,19145.76,25686.18,25258.29
b_0,9.33,9.75,13.43,12.34,18.42,42.8,1863.68,3151.15,2952.61,3370.96,6479.44,6988.91,19156.08,26849.84,19976.78,36794.31
f_0,6.36,5.69,11.77,9.79,22.77,50.69,1647.22,2537.77,3251.36,2732.84,3772.62,9531.88,15170.57,14993.6,29789.2,26856.07
h_0,5.02,8.39,7.79,8.56,16.73,29.35,972.66,2087.37,2470.02,2743.18,2867.69,4270.05,9522.15,10911.27,14782.45,25959.45
a_0,6.27,5.88,7.56,7.66,13.12,26.61,1230.8,2005.13,2468.18,2321.56,2473.34,5514.47,12801.41,18747.47,13462.27,22174.53
e_0,3.86,6.67,6.61,8.42,12.69,32.67,1116.05,1760.33,2143.78,2209.46,2769.44,3800.95,10507.45,13460.95,22653.64,16884.17
g_0,4.37,4.86,6.19,10.31,11.93,23.42,893.49,1329.63,1900.75,1372.31,2160.79,5065.85,9493.39,9505.63,14569.1,15283.59
