,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.79,0.95,1.03,0.83,0.68,0.53,0.48,0.4,0.57,0.42,0.45,0.37,0.36,0.34,0.32
f_1,1.26,1.0,0.92,0.95,0.85,0.65,0.41,0.45,0.37,0.41,0.38,0.33,0.32,0.26,0.21,0.29
d_1,1.04,1.08,1.0,0.78,0.86,0.74,0.52,0.41,0.56,0.41,0.43,0.38,0.32,0.33,0.35,0.26
c_1,0.97,1.06,1.3,1.0,1.38,0.75,0.55,0.46,0.33,0.32,0.42,0.38,0.36,0.34,0.34,0.34
b_1,1.2,1.18,1.15,0.73,1.0,1.24,0.68,0.6,0.49,0.49,0.38,0.43,0.34,0.41,0.39,0.34
a_1,1.46,1.51,1.36,1.34,0.81,1.0,0.78,0.74,0.74,0.67,0.64,0.57,0.57,0.6,0.4,0.52
h_1,1.84,2.52,1.92,1.85,1.42,1.31,1.0,1.16,0.83,0.8,0.71,0.7,0.67,0.63,0.59,0.61
g_1,2.09,2.11,2.46,2.14,1.62,1.37,0.88,1.0,0.89,0.93,0.79,1.02,0.66,0.66,0.79,0.62
c_0,2.4,2.79,1.8,2.94,1.92,1.34,1.21,1.12,1.0,1.19,1.36,0.96,0.8,0.87,0.83,0.71
d_0,1.78,2.27,2.41,3.33,2.11,1.49,1.27,1.11,0.88,1.0,0.97,0.91,0.85,0.84,0.84,0.84
b_0,2.31,2.68,2.51,2.52,2.37,1.38,1.45,1.24,0.75,0.99,1.0,0.82,1.34,0.95,0.83,0.78
f_0,2.21,3.08,2.72,2.44,2.26,1.81,1.36,1.02,1.06,1.14,1.24,1.0,0.96,1.01,1.53,0.71
a_0,2.78,3.2,2.88,2.68,3.15,1.96,1.5,1.49,1.23,1.14,0.76,1.09,1.0,1.0,1.0,0.67
h_0,2.71,3.79,3.11,2.91,2.44,1.66,1.62,1.52,1.19,1.19,1.02,0.96,0.95,1.0,0.92,0.95
e_0,2.88,4.77,2.81,2.87,2.92,2.65,1.75,1.27,1.28,1.3,1.22,0.7,1.01,1.07,1.0,1.06
g_0,3.22,3.43,3.96,2.89,3.0,1.91,1.61,1.59,1.43,1.19,1.29,1.47,1.39,1.04,0.91,1.0
