,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,3.73,3.85,4.53,4.71,4.01,0.87,1.4,0.75,0.76,0.95,3.42,0.43,0.73,0.93,0.65
e_1,2.19,0.45,4.97,4.75,4.44,4.75,1.18,2.24,0.98,0.85,0.79,1.22,0.69,0.9,2.94,0.68
d_1,4.99,5.26,0.42,4.59,4.41,3.67,1.35,0.72,4.01,0.87,0.73,0.85,0.61,1.04,1.0,0.44
c_1,5.09,4.23,5.15,0.42,4.12,4.3,1.38,1.23,0.51,3.66,0.96,0.67,0.72,1.03,0.82,0.62
b_1,5.07,5.18,5.39,2.49,0.4,6.26,1.62,1.04,1.01,1.4,5.77,1.03,0.63,0.82,0.99,0.92
a_1,7.0,5.37,6.67,7.12,3.09,0.32,2.03,2.96,1.14,1.24,1.4,1.66,0.74,3.46,1.22,1.08
h_1,5.57,4.66,4.88,5.2,5.02,4.68,0.35,1.37,1.08,1.01,1.3,0.86,2.09,0.91,0.83,0.85
g_1,6.81,6.76,5.65,4.84,6.4,5.52,1.24,0.32,1.24,0.93,1.08,1.06,0.71,1.27,0.93,1.5
d_0,7.0,2.94,13.84,5.88,5.89,5.13,1.88,1.9,0.46,1.1,1.38,0.99,1.02,1.01,1.19,1.01
c_0,5.42,6.09,2.76,25.83,6.67,6.25,1.51,1.96,1.94,0.44,1.36,1.17,1.09,1.26,0.81,0.9
b_0,5.24,5.94,4.44,7.83,15.11,6.16,1.6,1.49,1.59,0.57,0.4,1.07,0.98,1.03,1.1,0.73
f_0,28.25,6.43,5.66,6.88,5.4,5.47,1.52,1.04,1.05,1.35,1.33,0.39,0.9,1.28,1.08,0.47
h_0,6.38,7.73,6.04,6.66,6.02,6.45,4.56,2.33,1.75,1.18,1.62,1.42,2.44,1.36,1.28,0.89
a_0,9.87,6.56,6.92,8.14,8.24,14.79,2.68,2.31,1.29,1.11,0.62,1.16,1.25,0.37,1.31,1.12
e_0,10.55,19.38,5.52,7.35,7.39,6.66,1.83,1.9,1.58,1.39,1.78,0.66,1.06,1.06,0.34,0.86
g_0,10.01,7.56,6.99,9.02,8.67,7.41,1.74,5.41,1.56,1.37,1.57,1.11,0.83,1.23,1.5,2.29
