,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.63,0.56,0.57,0.7,0.59,0.54,2.21,5.1,3.44,2.06,3.03,2.95,3.72,2.93,4.24,0.57
f_1,1.02,5.78,0.61,0.59,0.5,0.53,2.46,3.07,2.56,2.29,2.38,0.65,4.1,2.53,4.25,1.87
d_1,0.53,0.67,5.84,0.46,0.54,0.58,1.92,1.03,5.35,2.76,3.4,3.23,4.81,3.77,4.92,3.38
c_1,0.57,0.58,0.51,6.67,1.09,0.76,2.12,3.24,0.45,1.59,1.92,3.36,3.79,2.59,4.61,3.62
b_1,0.7,0.71,0.44,0.8,8.06,0.97,1.7,2.52,2.24,1.44,0.44,3.07,4.53,2.4,3.33,3.32
a_1,0.61,0.48,0.75,0.49,0.75,12.03,2.52,3.01,2.29,1.67,3.31,2.49,4.92,,3.75,3.03
h_1,0.98,1.52,1.13,0.97,0.79,0.79,14.53,3.68,4.87,5.12,5.55,5.43,2.51,4.23,10.09,6.5
d_0,0.94,1.11,0.36,2.13,1.04,1.04,3.96,12.46,5.21,4.07,6.28,5.06,8.75,4.99,7.31,5.78
c_0,1.08,1.15,1.25,0.44,0.94,0.82,4.27,5.21,13.11,4.57,11.54,5.91,9.2,7.67,8.01,6.66
g_1,0.98,0.99,1.73,0.99,0.77,0.77,3.31,4.6,5.15,18.62,4.55,6.66,7.23,5.42,3.54,5.73
b_0,0.77,1.47,1.23,1.13,0.24,0.75,4.9,5.19,5.91,4.61,15.16,6.18,9.74,10.81,6.87,6.26
f_0,0.82,0.44,1.37,1.11,1.11,1.34,4.61,5.67,5.84,5.16,5.79,17.72,8.8,5.23,9.13,13.12
h_0,0.95,1.43,1.06,1.06,1.2,1.09,1.35,4.33,5.25,4.88,5.15,4.07,3.1,4.82,10.71,4.91
a_0,0.99,1.25,1.57,0.88,0.87,,3.65,5.63,6.03,3.81,7.59,6.6,7.75,21.99,6.83,7.28
g_0,0.77,1.09,1.57,0.97,1.08,1.01,3.69,4.5,4.05,1.87,6.33,8.87,7.55,2.9,,7.31
e_0,0.45,1.02,1.6,0.95,1.41,1.35,7.01,5.47,3.59,4.19,5.66,3.6,6.43,5.17,7.51,23.28
