,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.52,1.44,0.92,0.95,0.83,0.7,1.09,1.07,1.26,1.05,1.1,0.92,1.18,1.09,0.81,1.11
e_1,0.96,1.53,0.9,1.23,0.98,0.79,1.13,1.07,1.8,1.13,1.17,1.2,1.3,1.04,0.9,1.21
d_1,1.16,1.07,1.57,0.82,0.93,0.79,1.29,1.09,1.03,1.77,1.33,1.2,1.33,1.09,1.05,1.18
c_1,1.07,0.88,1.11,1.6,1.54,0.85,1.23,1.03,0.93,0.87,0.93,1.03,1.24,0.97,1.01,1.06
b_1,1.12,1.12,1.02,0.89,1.63,1.43,1.3,1.15,1.11,1.26,1.03,1.09,1.26,0.76,1.07,1.11
a_1,1.28,1.1,1.19,1.12,0.9,1.78,1.31,1.11,1.32,1.37,1.26,1.14,1.56,0.91,1.13,1.45
h_1,1.63,1.28,1.26,1.09,1.05,0.97,1.86,1.59,1.25,1.29,1.4,1.36,1.43,1.29,1.12,1.69
g_1,1.28,1.24,1.7,1.3,1.12,1.14,1.4,1.95,1.35,1.43,1.34,1.8,1.54,1.11,1.42,1.37
d_0,1.3,1.14,1.13,2.06,1.35,0.96,1.54,1.41,1.83,1.11,1.5,1.33,1.56,1.3,1.24,1.48
c_0,1.45,1.35,1.28,1.25,1.01,1.12,1.67,1.44,1.71,1.83,2.3,1.5,1.62,1.63,1.37,1.62
b_0,1.48,1.28,1.41,1.46,1.01,0.97,1.6,1.56,1.57,1.39,1.88,1.41,1.8,2.12,1.38,1.6
f_0,1.28,1.1,1.49,1.51,1.35,1.24,1.73,1.46,1.52,1.61,1.63,1.95,1.71,1.4,2.16,1.49
h_0,1.7,1.33,1.42,1.31,1.16,0.99,1.36,1.71,1.52,1.57,1.65,1.45,1.6,1.3,1.44,1.73
a_0,1.45,1.43,1.44,1.48,1.37,0.87,1.65,1.75,1.6,1.4,1.32,1.56,1.8,1.99,1.36,1.68
e_0,1.7,1.21,1.48,1.47,1.22,1.24,1.77,1.68,1.54,1.59,1.69,1.43,1.84,1.29,2.0,1.61
g_0,1.41,1.31,1.84,1.5,1.27,0.94,1.51,1.52,1.41,1.58,1.63,2.09,1.7,1.46,1.53,1.57
