,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.46,33.46,39.96,29.47,33.57,38.1,6.13,10.78,7.4,7.69,5.26,,2.89,4.13,6.41,5.94
e_1,22.39,0.45,36.98,31.21,28.61,28.76,12.03,10.58,5.53,6.19,6.57,10.73,4.33,6.16,,4.62
d_1,33.8,45.59,0.43,33.01,39.57,23.59,7.86,5.54,,9.14,7.6,5.84,4.97,9.72,9.12,2.88
c_1,46.86,46.76,30.06,0.41,29.85,33.87,10.19,11.33,3.72,,8.18,7.39,5.23,7.75,7.28,5.06
b_1,43.37,30.57,34.02,23.38,0.39,46.33,9.76,18.36,7.12,8.05,,6.8,6.53,7.42,8.96,4.47
a_1,53.95,47.25,49.0,65.63,24.44,0.33,13.94,,10.17,9.65,9.75,,5.93,,,7.42
h_1,17.55,20.29,15.9,14.94,18.42,17.5,0.39,4.36,3.2,2.97,3.04,3.13,,4.2,2.96,3.29
g_1,22.57,30.03,19.47,23.52,18.98,,3.71,0.34,4.62,4.58,4.3,3.71,1.84,3.06,3.16,
d_0,13.39,8.92,,17.77,17.54,15.69,5.42,5.77,0.5,2.41,3.03,3.05,1.77,3.59,3.03,2.56
c_0,16.13,14.41,12.02,,16.46,11.76,4.07,4.69,3.71,0.49,3.16,3.09,3.08,3.31,2.46,1.77
b_0,16.6,17.49,16.71,18.37,,24.14,4.22,5.33,3.18,1.99,0.46,3.04,2.4,3.31,3.73,2.6
f_0,,14.28,22.09,18.56,15.12,,5.95,2.87,3.54,2.92,3.39,0.45,3.1,3.86,2.86,1.57
h_0,10.6,13.9,9.96,11.41,13.44,12.33,,2.8,2.52,2.7,3.13,2.61,,2.42,2.64,1.33
a_0,20.41,18.15,21.13,22.78,29.58,,4.75,6.91,3.95,4.93,2.14,3.33,2.69,0.39,,
e_0,20.63,,21.55,20.85,22.93,,7.36,4.15,4.73,4.49,4.9,1.9,2.38,,0.37,3.53
g_0,13.44,15.72,11.26,15.05,16.56,13.4,2.66,,3.37,2.63,3.47,5.64,1.47,,2.59,
