,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9426.37,291.73,197.13,260.67,376.88,1403.7,211195.73,396886.99,618931.34,882863.68,1049906.56,,6559389.99,4026102.58,6989843.92,12436165.74
e_1,130.08,10281.32,194.88,246.33,360.98,2476.11,174943.15,368782.69,1333853.89,898474.71,904091.09,1619827.03,5701882.69,6658101.42,,17984934.9
d_1,139.28,126.7,18260.64,226.73,354.32,2136.61,213064.72,374286.27,,1644420.98,983438.69,2064833.47,6084124.46,5170691.47,9309482.39,19427526.73
c_1,111.58,114.42,242.57,20118.99,748.32,1851.72,177223.05,723075.04,847550.11,,720701.98,1684246.24,6998689.53,5272046.03,8587967.85,16760903.17
b_1,117.71,161.65,242.95,243.38,35903.74,3914.28,243959.85,451114.83,785227.64,819958.54,,1891393.23,4822853.37,6249374.23,9136619.89,14544536.99
a_1,145.44,133.36,236.87,248.59,355.18,303418.34,196724.08,,729129.03,790987.85,1024354.98,,4926126.47,,8554576.12,
h_1,680.81,574.9,747.18,768.45,1176.38,8276.21,9187014.41,2670695.79,2656408.39,4212222.03,2976071.75,10557596.04,,17803368.48,30908990.69,75252961.11
g_1,396.37,234.37,1312.9,776.29,2205.72,,726025.46,32277266.26,1759439.32,4094808.17,3673322.85,15219391.69,19423345.65,,28701205.64,
d_0,784.58,674.22,,2139.92,1974.64,10217.5,931402.38,2578214.82,22804826.41,3070751.05,4331624.44,12472736.0,20417486.79,36150272.98,31241345.43,127884684.71
c_0,683.58,688.79,1087.51,,1070.13,10728.37,1037243.56,3123606.41,3405032.57,27476546.32,9908590.9,8294369.44,33806646.39,30366229.3,49205119.04,94785119.26
b_0,469.35,689.68,1435.03,1118.48,,10467.62,763041.06,3002536.4,2941224.14,3609452.06,35298781.69,11239965.58,29722235.91,75058055.16,31371085.23,69146951.62
f_0,,504.28,1023.67,1786.01,2014.62,,1153026.1,2352189.44,4273522.66,5102333.13,4077338.79,88758413.23,28976171.69,,67636880.43,128874504.26
h_0,1399.0,954.46,1792.2,1708.0,3145.81,22534.12,,4748839.17,5479362.75,4595537.77,6019464.3,18043891.41,,28132391.75,56773065.65,219531052.08
a_0,762.12,801.11,1039.84,1145.83,2584.99,,1240843.51,,3891465.79,3837831.94,4708532.02,,25229160.25,290963688.06,,95400607.05
e_0,554.13,,895.35,1118.15,1762.08,10909.12,988970.39,3108858.51,2700875.69,6894155.69,4850069.57,13801276.72,30412667.45,,493843363.94,90175644.62
g_0,1059.38,1044.5,2451.59,1533.27,1825.61,,1328939.19,,5353824.79,6832987.87,8234172.87,25533808.6,36975209.2,35522758.81,59388029.27,
