,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,b_0,g_1,f_0,h_0,a_0,e_0,g_0
e_1,0.01,0.06,0.1,0.12,0.17,0.26,0.22,0.24,0.24,0.25,0.45,0.49,0.39,0.56,,0.5
f_1,0.1,0.01,0.11,0.12,0.12,0.19,0.17,0.27,0.22,0.29,0.4,,0.29,0.49,0.36,0.52
c_1,0.06,0.06,0.01,0.16,0.1,0.13,0.15,0.08,,0.18,0.28,0.24,0.18,0.24,0.37,0.24
d_1,0.05,0.05,0.04,0.01,0.06,0.12,0.12,,0.13,0.18,0.14,0.22,0.16,0.19,0.24,0.17
b_1,0.03,0.04,0.02,0.04,,0.1,0.1,0.1,0.1,,0.13,0.17,0.16,0.14,0.15,0.13
a_1,0.01,0.01,0.01,0.01,0.01,,0.03,0.04,0.05,,0.04,0.04,0.04,,0.05,0.05
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
