,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.89,1.53,1.15,1.37,1.24,0.66,0.61,0.5,0.61,0.51,0.57,0.42,0.48,0.91,0.46
f_1,1.48,0.65,1.38,1.4,1.11,1.07,0.47,0.47,0.42,0.74,0.47,0.61,0.3,0.48,0.34,0.41
c_1,1.1,1.4,0.65,1.49,1.6,1.2,0.61,0.33,0.58,0.54,0.41,0.42,0.36,0.42,0.43,0.39
d_1,1.63,1.21,1.32,0.64,1.38,1.09,0.56,0.74,0.55,0.39,0.49,0.48,0.39,0.4,0.42,0.28
b_1,1.57,1.74,0.85,1.25,0.62,2.04,0.68,0.55,0.75,0.73,0.75,0.47,0.45,0.46,0.46,0.38
a_1,1.53,1.89,1.77,1.73,0.86,0.58,0.85,0.62,0.53,0.69,0.71,0.62,0.49,0.71,0.6,0.51
h_1,1.86,2.24,2.16,2.0,1.84,1.56,0.57,0.79,0.72,1.02,0.71,0.67,0.73,0.64,0.63,0.61
d_0,1.3,2.32,2.62,2.97,2.45,1.96,1.0,0.61,0.73,0.97,0.81,0.72,0.71,0.66,0.81,0.8
c_0,2.03,2.34,3.49,1.4,1.78,2.25,0.99,1.0,0.61,0.96,0.88,0.77,0.75,0.88,0.71,0.61
g_1,2.04,2.03,2.47,2.35,2.03,1.98,0.73,0.87,0.83,0.55,0.79,0.78,0.57,0.61,0.69,0.69
b_0,2.09,2.41,3.14,1.99,3.31,1.94,1.06,0.86,0.5,0.98,0.57,0.79,0.63,0.91,0.73,0.67
f_0,2.03,3.4,2.29,2.31,2.38,1.95,1.13,0.85,0.92,0.74,0.89,0.58,0.78,0.79,0.94,0.49
h_0,2.55,2.86,2.71,2.53,2.51,2.31,1.36,0.9,0.81,1.23,0.88,0.92,0.89,0.7,0.79,0.92
a_0,2.41,2.38,2.51,3.18,3.33,3.27,1.35,1.1,0.87,1.43,0.61,1.03,0.84,0.57,0.91,0.72
e_0,2.6,3.81,2.64,2.82,2.83,2.14,1.05,0.93,0.89,1.16,0.99,0.58,0.81,0.95,0.56,0.67
g_0,2.53,2.62,2.58,3.12,2.74,2.57,0.97,0.94,0.92,1.69,0.96,1.03,0.6,0.97,0.99,0.86
