,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.27,0.48,0.55,0.48,0.41,0.13,0.17,0.11,0.09,0.09,0.13,0.07,0.11,0.15,0.08
f_1,0.41,0.17,0.42,0.47,0.41,0.39,0.1,0.15,0.1,0.08,0.09,0.14,0.05,0.08,0.11,0.09
d_1,0.55,0.45,0.15,0.46,0.41,0.39,0.11,0.08,0.18,0.09,0.1,0.09,0.06,0.1,0.08,0.04
c_1,0.36,0.48,0.6,0.14,0.47,0.47,0.14,0.12,0.05,0.12,0.08,0.09,0.07,0.08,0.08,0.06
b_1,0.48,0.54,0.49,0.24,0.13,0.6,0.14,0.13,0.1,0.14,0.15,0.09,0.07,0.1,0.08,0.07
a_1,0.56,0.48,0.41,0.49,0.23,0.08,0.15,0.15,0.13,0.12,0.12,0.11,0.07,0.18,0.1,0.07
h_1,0.36,0.39,0.39,0.42,0.4,0.33,0.05,0.12,0.08,0.08,0.08,0.1,0.08,0.07,0.08,0.06
g_1,0.42,0.41,0.33,0.41,0.43,0.34,0.09,0.05,0.09,0.08,0.08,0.09,0.05,0.08,0.08,0.06
d_0,0.24,0.41,0.64,0.42,0.42,0.38,0.13,0.13,0.06,0.09,0.08,0.08,0.06,0.09,0.08,0.07
c_0,0.41,0.44,0.23,0.68,0.41,0.33,0.12,0.11,0.17,0.06,0.09,0.1,0.06,0.09,0.08,0.06
b_0,0.36,0.4,0.3,0.69,0.48,0.34,0.12,0.09,0.11,0.04,0.05,0.08,0.07,0.08,0.07,0.08
f_0,0.44,0.64,0.35,0.38,0.38,0.37,0.11,0.07,0.08,0.07,0.08,0.04,0.06,0.1,0.07,0.03
h_0,0.39,0.41,0.38,0.38,0.38,0.32,0.16,0.11,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06
a_0,0.34,0.45,0.38,0.44,0.46,0.5,0.13,0.11,0.08,0.06,0.04,0.08,0.05,0.04,0.09,0.06
e_0,0.54,0.63,0.31,0.36,0.43,0.31,0.13,0.1,0.08,0.07,0.08,0.04,0.06,0.09,0.04,0.05
g_0,0.39,0.42,0.38,0.4,0.42,0.4,0.09,0.11,0.09,0.08,0.08,0.08,0.04,0.09,0.07,0.07
