,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.14,9.45,9.75,11.48,11.92,10.15,2.19,3.54,1.9,1.93,2.41,8.67,1.09,1.84,2.35,1.64
e_1,5.6,1.14,12.7,12.13,11.36,12.13,3.01,5.72,2.51,2.16,2.02,3.11,1.78,2.31,7.51,1.74
d_1,13.51,14.25,1.14,12.41,11.92,9.94,3.65,1.95,10.85,2.37,1.98,2.31,1.65,2.81,2.69,1.18
c_1,13.91,11.56,14.06,1.14,11.27,11.75,3.76,3.36,1.4,10.0,2.63,1.83,1.97,2.81,2.25,1.69
b_1,14.67,15.0,15.6,7.21,1.15,18.14,4.7,3.0,2.92,4.05,16.72,2.99,1.83,2.36,2.87,2.65
a_1,25.11,19.25,23.92,25.51,11.09,1.15,7.29,10.61,4.09,4.46,5.02,5.95,2.65,12.42,4.36,3.88
h_1,29.69,24.84,26.01,27.71,26.75,24.91,1.88,7.31,5.76,5.39,6.92,4.57,11.15,4.87,4.41,4.54
g_1,41.11,40.84,34.14,29.22,38.68,33.36,7.49,1.92,7.48,5.64,6.54,6.42,4.26,7.7,5.6,9.09
d_0,42.51,17.84,84.03,35.71,35.78,31.13,11.43,11.54,2.81,6.67,8.36,6.02,6.21,6.11,7.2,6.12
c_0,33.7,37.9,17.16,160.7,41.48,38.92,9.4,12.19,12.06,2.73,8.48,7.26,6.8,7.86,5.04,5.58
b_0,33.11,37.51,28.01,49.45,95.4,38.92,10.07,9.4,10.02,3.6,2.52,6.77,6.21,6.53,6.92,4.61
f_0,196.89,44.83,39.48,47.97,37.66,38.12,10.58,7.23,7.31,9.39,9.26,2.7,6.3,8.95,7.51,3.28
h_0,47.35,57.44,44.89,49.45,44.72,47.9,33.84,17.32,13.02,8.73,12.04,10.51,18.12,10.13,9.54,6.62
a_0,77.94,51.77,54.62,64.28,65.05,116.75,21.15,18.28,10.17,8.73,4.93,9.15,9.89,2.94,10.38,8.83
e_0,87.0,159.83,45.51,60.64,60.89,54.94,15.11,15.67,13.02,11.48,14.68,5.43,8.7,8.75,2.78,7.07
g_0,87.0,65.64,60.69,78.39,75.32,64.41,15.11,47.0,13.56,11.92,13.68,9.69,7.25,10.69,13.07,19.88
