,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.21,0.04,0.04,0.02,0.01,0.01,0.06,0.12,0.05,0.05,0.05,0.06,0.07,0.05,,0.07
f_1,0.05,2.27,0.03,0.03,0.02,0.03,0.05,0.07,0.05,0.06,0.06,,0.09,0.04,0.03,0.05
c_1,0.03,0.03,2.29,0.03,0.05,0.02,0.05,0.07,0.05,,0.05,0.06,0.09,0.05,0.05,0.06
d_1,0.03,0.02,0.02,2.33,0.04,0.02,0.07,,0.06,0.13,0.05,0.05,0.09,0.05,0.05,0.06
b_1,0.03,0.03,0.03,0.03,2.51,0.04,0.04,0.06,0.04,0.06,,0.06,0.1,0.05,0.06,0.08
a_1,0.04,0.03,0.03,0.03,0.02,2.96,0.06,0.06,0.04,0.06,0.08,0.05,0.08,,0.05,0.08
h_1,0.11,0.17,0.1,0.12,0.09,0.08,2.84,0.24,0.32,0.27,0.14,0.22,,0.15,,0.33
d_0,0.15,0.16,0.29,,0.16,0.12,0.32,1.86,0.19,0.29,0.36,0.29,0.32,0.31,0.23,0.27
g_1,0.1,0.13,0.08,0.14,0.11,0.07,0.2,0.2,3.0,0.27,0.3,0.27,0.26,,0.14,
c_0,0.16,0.15,,0.15,0.15,0.08,0.34,0.25,0.21,2.01,0.7,0.32,0.49,,0.21,0.34
b_0,0.16,0.13,0.13,0.18,,0.11,0.24,0.37,0.26,0.28,2.2,0.31,0.42,,0.26,0.25
f_0,0.13,,0.12,0.19,0.13,0.09,0.23,0.41,0.21,0.26,0.34,2.33,0.4,,,0.36
h_0,0.19,0.31,0.24,0.18,0.19,0.14,,0.59,0.55,0.51,0.32,0.49,,0.38,0.33,0.57
a_0,0.17,0.14,0.16,0.15,0.12,,0.21,0.45,,,,,0.43,2.7,,0.31
e_0,,0.13,0.19,0.14,0.13,0.18,,0.41,0.2,0.37,0.28,,0.45,,2.65,0.48
g_0,0.17,0.16,0.19,0.36,0.26,0.18,0.33,0.39,,0.46,0.43,0.62,0.63,0.35,0.41,
