,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,103.66,77.21,58.89,77.24,119.46,286.6,5822.94,11105.04,15406.04,17097.36,21212.29,20975.08,74990.56,73094.3,79137.04,153486.12
e_1,43.9,105.19,61.73,76.06,132.96,336.16,8088.57,11455.96,30767.41,20614.45,24019.88,44217.84,101840.74,79617.57,72842.66,184915.32
d_1,45.03,43.08,127.86,62.04,114.35,341.37,5677.77,10262.78,10984.7,27077.23,22806.65,34455.05,84568.47,77487.88,103729.79,160476.34
c_1,46.73,43.66,49.93,146.68,177.68,223.85,5094.54,9335.74,12063.27,7083.07,13169.81,29310.8,71460.36,67038.33,78059.47,130760.74
b_1,35.24,31.01,45.49,46.44,224.88,538.42,6141.26,8247.56,15082.88,14019.92,11273.29,27535.83,56077.2,49359.61,66184.21,128157.58
a_1,30.76,24.39,31.02,48.61,40.84,545.5,3710.18,5846.75,9449.98,9868.12,12786.84,17851.67,43030.96,29466.75,54754.71,82644.86
h_1,17.51,11.19,17.85,16.5,28.47,86.07,2902.97,4410.05,5237.06,4909.01,6122.88,9135.44,18052.27,17829.06,25731.62,58705.65
g_1,10.44,9.51,19.47,16.78,24.81,72.38,1206.75,4578.49,3291.29,4003.04,5305.14,10676.08,18234.32,15994.06,20572.03,30507.95
d_0,10.63,7.83,7.81,26.23,25.95,68.19,1255.53,2503.88,5222.63,3246.27,4400.83,6549.97,17938.92,16513.02,22411.28,38866.42
c_0,9.93,8.04,12.3,13.18,19.76,56.06,1420.26,2860.26,3889.44,5672.77,8305.66,7640.01,22675.83,19932.68,19593.55,40166.86
b_0,10.15,8.95,12.68,15.42,12.26,47.98,1299.53,2411.89,3477.55,3021.83,6475.6,6505.64,17732.2,26615.62,18529.33,33288.39
f_0,6.48,6.01,12.0,13.5,16.89,56.86,1060.75,1676.0,3685.9,3034.87,3916.93,9260.3,16465.39,14029.8,26414.74,27940.77
h_0,8.17,5.77,8.85,10.16,14.87,38.36,604.32,1799.71,2474.5,2161.69,2906.84,3786.6,8286.63,10993.07,10607.65,26858.0
a_0,6.4,5.97,8.56,9.38,15.87,30.33,930.99,1687.03,2264.83,1961.12,2550.23,5034.07,12627.82,16492.85,15216.28,24165.36
e_0,7.14,3.91,6.58,9.7,13.88,39.39,732.29,1434.38,2168.06,2594.85,2960.01,3525.32,13196.92,10217.84,20340.93,22475.0
g_0,4.59,4.41,9.44,8.15,11.72,37.65,542.25,964.52,1764.17,1858.01,2274.06,5628.8,7852.68,8595.26,10758.2,13670.06
