,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.41,1.03,1.06,1.33,1.12,1.17,2.36,1.94,4.12,2.3,2.62,2.97,3.52,2.78,1.83,2.96
f_1,1.68,2.41,1.03,1.19,1.03,0.89,1.65,2.08,2.13,2.3,2.56,1.6,2.57,2.63,2.3,3.08
d_1,1.14,1.32,2.54,0.86,1.08,1.14,2.49,2.15,1.67,3.77,2.77,2.38,3.28,2.56,2.43,2.81
c_1,1.01,1.02,1.24,2.6,1.83,1.1,1.81,1.99,2.08,1.36,1.87,2.22,3.0,2.13,2.54,3.24
b_1,1.08,1.18,1.13,1.04,2.7,1.84,2.27,2.42,2.33,2.54,1.16,2.33,3.13,2.3,2.66,2.69
a_1,1.05,1.26,1.2,1.08,0.94,3.26,2.5,2.34,2.44,2.75,2.83,3.24,2.95,1.97,2.69,3.0
h_1,1.07,1.7,1.28,1.39,1.11,1.07,4.05,2.89,2.27,2.58,2.59,2.42,2.56,2.28,2.66,4.28
g_1,1.19,1.07,1.8,1.21,1.19,1.32,2.01,4.38,2.17,2.71,2.89,3.86,2.92,2.56,2.61,2.6
d_0,0.98,1.31,0.97,2.13,1.2,1.15,2.46,2.08,3.96,2.33,2.75,3.06,3.44,2.62,3.29,3.76
c_0,1.41,1.34,1.18,1.19,0.95,1.11,2.92,2.5,3.02,4.02,5.13,3.66,3.22,2.89,3.17,3.66
b_0,1.22,1.41,1.27,1.54,0.99,0.87,2.41,2.36,2.68,2.17,4.36,2.76,4.04,5.07,3.21,3.92
f_0,1.07,0.83,1.36,1.55,1.32,1.24,2.75,2.21,2.42,2.44,3.28,4.46,3.31,2.6,5.16,3.18
h_0,1.12,1.74,1.24,1.22,1.15,1.34,1.89,2.89,2.73,2.72,2.31,2.77,2.6,2.51,2.59,4.23
a_0,1.21,1.39,1.38,1.64,1.11,0.68,2.85,2.31,2.88,2.89,2.08,2.15,3.7,5.1,2.64,3.4
e_0,0.86,1.09,1.57,1.37,1.45,1.01,3.47,3.33,2.43,2.76,2.56,2.47,3.68,3.23,5.18,3.45
g_0,1.17,1.29,1.89,1.05,1.37,1.11,2.2,2.18,2.31,2.57,2.47,3.55,3.09,2.73,2.65,2.76
