,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.45,24.23,40.69,33.89,31.36,35.92,7.82,9.54,6.35,5.59,7.75,6.45,4.16,6.37,,4.32
f_1,36.84,0.45,38.18,28.36,36.59,41.7,5.76,14.49,5.88,7.2,,5.16,2.76,6.63,4.97,7.17
d_1,39.79,35.36,0.44,39.01,44.7,31.63,7.94,6.35,,5.52,5.51,7.6,4.23,8.83,5.83,3.13
c_1,43.41,35.06,46.35,0.42,47.31,27.04,8.57,11.72,3.32,,6.98,9.01,3.98,5.46,9.65,5.04
b_1,37.6,40.96,41.21,17.66,0.39,38.13,11.2,13.21,6.39,11.75,8.48,,5.5,9.0,6.56,6.19
a_1,34.79,57.41,64.7,64.73,20.28,0.33,20.55,,7.23,9.88,10.46,,6.33,,,5.86
h_1,18.67,17.06,15.62,18.82,19.85,23.4,0.36,4.95,3.27,3.47,3.89,3.96,,2.97,3.37,2.62
g_1,20.39,20.19,17.81,16.63,18.67,,3.42,0.34,7.59,4.68,3.39,4.23,2.02,5.35,4.53,
d_0,8.17,14.8,,15.65,15.09,10.33,4.74,5.34,0.5,2.98,2.42,3.93,2.52,3.27,2.93,2.75
c_0,20.55,12.83,7.29,,18.34,12.46,5.87,4.23,3.36,0.49,5.6,3.25,2.02,2.88,2.6,2.82
f_0,15.55,,22.64,14.73,16.54,14.62,4.85,2.9,5.04,3.29,0.42,5.16,3.59,2.58,3.51,1.52
b_0,16.8,16.63,13.93,20.06,,,5.72,5.06,4.99,1.85,4.39,0.43,3.04,3.75,2.53,1.84
h_0,16.35,12.14,11.12,13.31,10.97,13.48,,4.27,2.1,3.21,3.51,1.9,,1.91,2.9,1.16
a_0,20.91,28.47,17.83,28.53,21.23,,4.15,3.39,4.88,6.53,4.94,2.26,3.32,0.39,,
e_0,,21.57,21.28,26.49,19.87,,5.83,3.98,4.34,4.33,1.86,4.49,3.77,,0.36,
g_0,13.52,12.6,15.48,17.08,13.89,16.15,4.46,,3.25,1.99,2.96,2.77,1.39,,,
