,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9250.78,8237.73,7368.17,10673.88,15815.54,53469.97,6437871.46,15786775.53,20326700.17,26836241.71,30714514.26,49236380.77,158229322.38,178130311.17,423593555.46,275977740.76
e_1,4448.39,11282.6,6521.91,12896.55,18815.06,65089.58,7376773.73,15174270.89,36123170.35,29828353.02,35824492.02,72363980.2,161689126.62,172241834.72,503805898.87,380754759.52
d_1,4669.52,4563.18,18132.03,9006.05,16557.79,58692.81,7993568.0,17880979.82,16221762.9,53465473.46,43857480.38,69783124.28,180984433.46,237483417.38,514731918.58,476495896.55
c_1,4782.14,5018.9,6655.88,24756.17,29858.39,69537.18,6652147.27,15729033.38,19311534.79,22625883.43,24495233.59,67495075.75,164076601.46,203027880.13,453333606.55,477271826.27
b_1,4822.91,4985.68,7194.13,9876.52,48544.65,118732.36,6810505.4,14832196.99,21503363.53,25596090.7,22096888.76,67917315.52,186014355.43,136489515.46,569341543.66,412714464.71
a_1,5037.92,5000.89,8447.56,9512.77,18933.07,223507.11,7751423.78,16844644.31,20594650.97,35604362.38,37507105.13,75647352.44,189289251.31,134002442.92,494321478.59,442451637.24
h_1,6330.63,5652.23,9189.74,10827.3,15962.27,53039.59,12825053.67,21742404.04,22487608.12,32178515.4,37517575.6,65913300.09,136235236.53,217444683.98,670326294.84,524108469.94
g_1,4609.48,4764.38,11670.12,10400.33,18496.62,63755.15,7783839.29,33947457.46,19111294.02,33728799.97,37257657.35,93626952.23,167936655.74,219768240.23,444552801.88,523198831.68
d_0,4767.23,5327.34,6188.88,18770.87,18747.79,64897.03,7422525.42,14337701.51,32217250.79,23725986.34,39648820.43,69507321.26,167539207.99,215052836.91,481287567.96,522583877.83
c_0,5458.44,5116.58,9777.7,9376.4,12826.87,59234.51,8785240.38,19873558.76,21525133.21,52952326.5,68739019.65,75433393.01,210602756.76,273766869.34,622415138.28,635095734.02
b_0,5383.91,5236.56,9546.15,12612.26,12857.92,52203.65,8594586.21,19254826.41,22425065.55,37747906.34,59446586.52,75593968.0,196433224.55,420280294.4,551880617.41,612633405.84
f_0,4221.5,4597.25,9515.25,11376.02,21641.56,65069.03,8775218.86,18451425.39,23311041.3,38253395.09,42746568.42,129988122.3,200197482.21,255296471.24,647668407.27,1079808458.32
h_0,5954.94,5421.04,9053.12,10667.13,19059.26,59303.84,6430340.15,21101997.76,19349735.81,32570306.43,37280491.46,71206156.52,142531528.64,228884208.83,697067570.65,436003925.27
a_0,6224.07,5203.63,8855.79,11326.74,17394.9,43904.14,9492540.54,17761538.93,21201834.68,34089101.45,37746422.93,77180973.07,201005669.11,398315526.54,621144384.63,649279815.96
g_0,4415.59,4742.19,11906.74,10591.4,18156.32,61355.39,6674901.77,14444310.33,22029619.65,37678344.05,41999541.01,121437594.03,208021840.62,226503419.0,525754354.14,636244402.78
e_0,6095.26,5394.24,8370.25,11872.23,18555.9,51973.66,8161796.15,18822086.66,22753446.95,36364338.54,39212534.43,69644442.74,207027709.96,293916224.71,622034472.49,1018703651.13
