,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,1.1,0.65,0.69,0.53,0.49,0.71,0.54,0.69,0.76,0.79,0.35,0.69,0.66,0.54,0.8
e_1,0.65,1.51,0.67,0.83,0.63,0.54,0.78,0.72,0.71,1.34,0.82,0.82,0.9,0.68,0.47,0.7
d_1,0.73,0.65,1.55,0.53,0.7,0.48,0.8,0.83,1.26,0.49,0.83,0.88,0.9,0.78,0.72,0.77
c_1,0.72,0.59,0.73,1.57,1.09,0.46,0.89,0.74,0.44,0.7,0.68,0.71,0.81,0.69,0.7,0.7
b_1,0.78,0.73,0.64,0.59,1.6,1.12,0.75,0.74,0.78,0.78,0.53,0.74,0.71,0.6,0.64,0.69
a_1,0.95,0.73,0.79,0.88,0.46,1.75,0.86,0.76,0.97,1.03,0.94,0.81,1.18,0.58,0.71,0.6
h_1,1.27,0.86,1.0,0.71,0.79,0.74,1.74,1.07,1.02,1.14,0.88,0.89,0.87,0.81,0.75,1.25
g_1,0.91,0.8,1.28,0.84,0.9,0.72,0.96,1.82,1.07,0.97,1.12,1.46,1.17,0.98,0.72,0.82
c_0,1.17,1.01,0.89,0.66,0.77,0.72,1.05,0.96,1.65,1.21,1.73,1.06,1.21,1.14,0.85,1.1
d_0,1.03,0.8,0.62,1.54,0.84,0.76,0.95,1.07,0.81,1.55,1.09,1.02,1.42,0.97,0.94,1.11
b_0,1.12,0.86,1.03,1.1,0.64,0.66,1.25,0.96,1.1,1.02,1.66,1.05,1.28,1.75,1.07,1.15
f_0,0.95,0.82,0.97,0.92,1.0,0.84,1.29,0.91,1.27,1.15,1.2,1.73,1.45,0.93,1.64,1.07
h_0,1.35,0.94,1.04,1.15,0.92,0.62,0.83,1.28,1.17,1.02,1.08,0.97,0.88,1.03,1.14,1.4
a_0,0.97,1.04,0.99,1.12,1.04,0.58,1.36,0.95,1.15,1.11,1.0,1.26,1.24,1.7,0.99,1.25
e_0,1.42,0.76,0.96,1.07,0.78,0.84,1.31,1.27,1.33,1.23,1.22,0.99,1.32,1.1,1.77,1.05
g_0,0.83,1.0,1.48,1.04,1.01,1.01,1.07,0.97,1.25,1.03,1.12,1.61,1.0,0.82,1.05,0.82
