,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.27,0.03,0.03,0.03,0.02,0.02,0.06,0.13,0.08,0.04,0.06,0.04,0.06,0.04,,0.06
f_1,0.05,2.31,0.03,0.03,0.02,0.02,0.05,0.06,0.07,0.06,0.07,,0.08,0.05,0.03,0.06
c_1,0.03,0.02,2.32,0.03,0.05,0.02,0.05,0.06,,0.04,0.04,0.06,0.09,0.06,0.05,0.07
d_1,0.03,0.02,0.03,2.32,0.04,0.02,0.04,,0.12,0.05,0.08,0.06,0.08,0.03,0.04,0.06
b_1,0.02,0.04,0.03,0.02,2.53,0.04,0.06,0.07,0.1,0.05,,0.07,0.07,0.04,,0.05
a_1,0.03,0.03,0.02,0.03,0.02,2.91,0.08,0.07,0.05,0.05,0.06,0.08,0.05,,,0.07
h_1,0.1,0.12,0.11,0.09,0.11,0.08,2.66,0.23,0.24,0.23,0.23,0.24,,,0.25,0.42
d_0,0.15,0.19,0.25,,0.11,0.11,0.27,1.99,0.25,0.2,0.26,0.32,0.41,0.15,0.22,0.47
c_0,0.14,0.14,,0.11,0.12,0.13,0.27,0.35,1.99,0.23,0.45,0.23,0.44,0.32,0.3,0.43
g_1,0.11,0.07,0.08,0.17,0.08,0.07,0.2,0.27,0.25,3.0,0.22,0.33,0.32,0.14,0.17,
b_0,0.17,0.16,0.16,0.17,,0.09,0.25,0.28,0.35,0.2,2.24,0.2,0.44,0.44,0.19,0.28
f_0,0.13,,0.16,0.17,0.12,0.14,0.31,0.35,0.28,0.29,0.27,2.14,0.43,,0.43,0.35
h_0,0.23,0.33,0.24,0.24,0.2,0.2,,0.35,0.43,0.4,0.42,0.26,,0.32,0.42,0.7
a_0,0.15,0.15,0.16,0.17,0.12,,,0.29,0.24,0.24,0.19,,0.57,2.71,0.26,0.31
e_0,,0.15,0.09,0.14,,,0.52,0.31,0.34,0.26,0.27,0.4,0.29,0.26,2.67,0.27
g_0,0.17,0.21,0.2,0.29,0.2,0.16,0.41,0.43,0.35,,0.42,0.93,0.46,0.41,0.27,
