,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.53,1.35,0.83,0.86,0.8,0.6,0.92,1.1,0.81,0.9,0.93,0.75,0.99,0.94,1.03,0.75
e_1,0.85,1.53,0.77,1.17,0.83,0.68,1.14,1.61,0.98,1.04,1.06,1.09,1.04,0.91,1.09,0.72
d_1,0.97,0.97,1.56,0.73,0.8,0.8,1.05,0.86,0.86,1.58,1.13,1.09,1.22,0.9,1.02,0.9
c_1,0.99,0.8,1.0,1.57,1.28,0.77,0.98,0.8,1.02,0.71,0.74,0.99,1.24,0.9,0.99,0.83
b_1,0.93,0.88,0.93,0.91,1.62,1.29,1.06,1.06,0.99,1.14,0.93,0.96,1.07,0.77,1.14,0.88
a_1,1.13,1.01,0.97,0.98,0.75,1.78,1.32,1.26,1.11,1.22,1.41,1.11,1.32,0.97,1.17,0.97
h_1,1.45,1.06,1.11,1.17,1.03,0.83,1.81,1.25,1.45,1.18,1.17,1.11,1.22,1.05,1.64,1.01
d_0,1.21,1.0,1.0,1.89,1.12,0.76,1.47,1.72,1.21,1.05,1.18,1.35,1.44,1.17,1.52,1.28
g_1,1.26,1.05,1.66,1.07,1.01,0.9,1.21,1.07,1.89,1.31,1.28,1.69,1.26,1.11,1.11,1.12
c_0,1.37,1.24,1.16,1.08,0.79,0.8,1.47,1.58,1.19,1.78,2.18,1.29,1.59,1.56,1.54,1.31
b_0,1.35,1.24,1.31,1.27,0.79,0.69,1.61,1.6,1.31,1.31,1.8,1.47,1.54,2.1,1.6,1.27
f_0,1.11,1.04,1.26,1.22,1.32,0.95,1.61,1.51,1.25,1.45,1.4,1.78,1.58,1.24,1.25,2.13
h_0,1.59,1.19,1.26,1.19,1.24,0.85,1.26,1.28,1.72,1.24,1.3,1.35,1.4,1.22,1.68,1.11
a_0,1.39,1.28,1.34,1.36,1.18,0.77,1.67,1.57,1.33,1.29,1.22,1.36,1.65,1.81,1.49,1.23
g_0,1.22,1.22,1.62,1.34,1.12,1.05,1.34,1.35,1.23,1.37,1.4,1.87,1.5,1.19,1.24,1.38
e_0,1.45,1.03,1.4,1.23,1.22,0.96,1.72,1.35,1.56,1.37,1.44,1.19,1.76,1.29,1.42,1.96
