,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.73,1.06,1.27,1.28,0.9,0.48,0.5,0.53,0.39,0.38,0.44,0.31,0.4,0.44,0.32
f_1,1.18,0.65,0.9,1.14,1.07,0.91,0.37,0.44,0.5,0.36,0.37,0.49,0.25,0.37,0.3,0.31
d_1,1.31,1.2,0.64,1.08,0.98,0.95,0.48,0.53,0.34,0.44,0.42,0.4,0.35,0.35,0.35,0.23
c_1,0.94,1.18,1.35,0.63,1.21,0.99,0.52,0.28,0.58,0.45,0.42,0.41,0.32,0.37,0.36,0.33
b_1,1.05,1.32,1.39,0.74,0.62,1.45,0.54,0.42,0.52,0.56,0.58,0.4,0.33,0.39,0.37,0.36
a_1,1.58,1.46,1.34,1.32,0.74,0.58,0.73,0.58,0.6,0.51,0.55,0.46,0.39,0.59,0.55,0.4
h_1,1.69,2.01,1.77,1.81,1.67,1.39,0.55,0.68,0.83,0.57,0.6,0.6,0.65,0.55,0.54,0.55
d_0,1.27,1.9,2.08,2.2,1.98,1.7,0.81,0.58,0.94,0.57,0.65,0.67,0.59,0.6,0.65,0.6
g_1,1.93,2.01,2.09,1.88,1.77,1.52,0.67,0.79,0.52,0.73,0.64,0.72,0.49,0.68,0.62,0.65
c_0,2.02,2.05,1.32,3.14,1.85,1.9,0.91,1.13,0.82,0.57,0.81,0.74,0.67,0.74,0.65,0.57
b_0,1.91,2.09,1.72,2.6,2.56,1.67,0.95,0.84,0.95,0.48,0.54,0.68,0.69,0.71,0.69,0.6
f_0,1.94,2.49,2.11,2.15,1.88,1.76,0.95,0.88,0.69,0.77,0.76,0.54,0.71,0.67,0.76,0.47
h_0,2.13,2.61,2.19,2.17,2.1,1.9,1.16,0.82,1.04,0.79,0.7,0.71,0.79,0.64,0.61,0.69
a_0,2.02,2.4,2.17,2.49,2.59,2.41,1.12,0.93,0.95,0.7,0.56,0.86,0.82,0.54,0.77,0.63
e_0,2.83,2.77,2.37,2.45,2.38,1.81,1.14,0.92,0.87,0.82,0.77,0.5,0.73,0.8,0.55,0.67
g_0,2.51,2.53,2.64,2.45,2.18,2.0,0.87,0.85,1.08,0.78,0.77,0.9,0.59,0.78,0.7,0.78
