,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.32,1.15,1.28,1.85,3.07,14.13,24.87,27.23,29.64,32.68,42.01,63.31,76.1,78.16,121.81
e_1,0.75,1.0,1.2,1.32,2.07,3.72,20.91,26.89,46.8,35.68,37.5,60.75,88.48,81.36,105.4,135.35
d_1,0.87,0.84,1.0,1.11,1.58,3.3,13.59,17.26,26.66,33.32,30.59,38.7,63.44,66.61,86.04,87.53
c_1,0.77,0.76,0.9,1.0,1.96,2.15,13.1,18.26,15.45,17.36,20.79,33.33,54.27,59.69,65.91,84.81
b_1,0.55,0.48,0.63,0.51,1.0,3.66,11.32,14.37,18.77,18.47,23.82,28.76,43.03,41.89,48.26,70.98
a_1,0.33,0.27,0.3,0.47,0.28,1.0,4.91,6.73,8.15,8.94,11.57,12.35,21.88,24.58,26.36,31.15
h_1,0.07,0.05,0.07,0.07,0.09,0.19,1.0,1.9,1.91,1.74,2.11,2.69,4.6,4.08,5.56,8.71
g_1,0.04,0.04,0.06,0.06,0.07,0.14,0.52,1.0,1.08,1.13,1.44,2.4,2.75,2.95,3.5,4.8
d_0,0.04,0.02,0.03,0.06,0.06,0.12,0.53,0.94,1.0,0.96,1.13,1.39,2.5,2.78,3.33,4.31
c_0,0.03,0.03,0.03,0.05,0.05,0.1,0.57,0.92,1.09,1.0,1.69,1.63,2.94,3.17,2.73,4.28
b_0,0.03,0.03,0.03,0.05,0.04,0.08,0.5,0.72,0.85,0.61,1.0,1.25,2.18,3.29,2.48,3.55
f_0,0.02,0.02,0.03,0.03,0.03,0.07,0.36,0.42,0.79,0.63,0.76,1.0,1.85,1.72,2.66,2.01
h_0,0.02,0.01,0.02,0.02,0.03,0.04,0.21,0.37,0.42,0.34,0.45,0.52,1.0,1.04,0.98,1.78
a_0,0.01,0.01,0.01,0.02,0.03,0.04,0.25,0.35,0.38,0.32,0.32,0.62,1.0,1.0,1.32,1.51
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.28,0.31,0.37,0.4,0.36,1.03,0.82,1.0,1.3
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.11,0.2,0.24,0.24,0.3,0.49,0.52,0.64,0.76,1.0
