,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11566.78,8720.38,7740.84,9151.21,10294.9,39626.98,7766496.21,21325017.75,20222055.48,27398438.33,47588231.89,53549494.63,231462347.74,371928795.22,214298111.85,553684076.58
e_1,5969.99,11758.05,7209.76,11113.84,10535.21,47196.63,9765468.36,31235697.51,17856000.06,31334585.73,51542058.49,84175857.91,248309657.94,417351156.13,286114938.58,618909624.61
d_1,6255.59,5195.37,20438.09,7408.18,9377.72,52921.45,8800895.64,11883717.81,37035407.9,29954422.1,67844049.69,96725499.61,282619533.66,364497647.24,401021953.72,689298608.41
c_1,5363.02,5073.21,7698.29,21485.0,18685.95,54307.47,9145551.21,16573514.96,15719819.62,31280993.52,32464482.07,84437189.0,203029325.58,305416991.62,379602082.57,590141505.42
b_1,4859.35,4652.07,8512.11,8897.68,27497.26,99385.6,9410774.17,19506276.6,19310689.18,34744762.04,36192603.0,84421340.14,257930766.85,255971157.11,317959490.2,613553493.12
a_1,5808.46,5023.36,9273.2,9079.79,10902.78,175422.55,10517159.71,20602931.4,20653182.21,36569358.19,56773500.61,99227659.95,277826615.4,226336509.55,408864311.66,749559780.67
h_1,7514.94,5538.56,9849.1,9956.47,10539.69,48957.4,17419013.06,19304811.93,22642930.21,44396635.78,52114065.55,92540271.39,205878782.22,362640562.69,388950925.25,900739405.96
d_0,6014.65,5231.56,6894.37,16624.44,13594.13,43772.65,9690342.73,28605566.63,13887010.74,33368871.72,45281669.16,94204561.54,239662219.12,321944014.96,366805363.35,618529104.99
c_0,6628.16,6022.12,10010.22,7778.77,9622.46,51999.39,10632783.39,21587246.27,33977756.29,37397128.07,104176276.31,92403993.17,284521722.09,490955658.01,460362021.53,775908458.87
g_1,5020.25,4986.18,14542.59,9302.52,10892.23,49719.28,8929955.31,17158819.58,22039823.27,73886531.01,54488351.12,143373734.72,285272676.05,377494030.66,512413413.2,569095365.8
b_0,6843.42,6309.94,10949.59,9833.38,7594.88,36679.37,10316679.61,20299920.37,23938977.1,40535705.14,96741141.12,103517619.2,281115308.82,789886103.34,423578231.19,742703742.31
f_0,5210.42,4860.42,10915.37,10382.32,12690.92,56120.35,10369918.4,19384235.14,25222839.91,39849177.17,63170550.74,177111689.4,293168528.32,391583208.16,811961651.04,732996766.77
h_0,7125.47,5731.14,10356.73,9859.76,11618.71,50050.66,8084584.39,19197041.22,23215859.3,40438823.01,59521313.33,98548726.93,188816237.5,367774894.87,377069137.44,837991880.14
a_0,5537.88,5771.47,10582.06,10625.93,11702.39,33187.1,9924786.51,19971340.48,25202352.82,40186168.1,66809020.08,111545699.73,289212635.73,778431797.36,397372476.96,849223744.15
e_0,6345.15,4144.07,9473.68,9779.89,13353.46,61944.77,9883414.08,16408121.22,26019235.81,36302630.84,67094304.78,119496708.08,349910408.98,403518240.35,824712712.37,717139754.67
g_0,4897.55,4972.42,13566.07,9960.4,11655.94,49514.11,10101954.17,20052483.09,24176879.98,32965494.59,55512808.95,162227119.23,267920214.35,451742338.96,451735107.59,635786035.87
