,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.3,0.85,0.88,0.81,0.62,0.89,0.88,0.97,0.95,0.96,0.71,1.03,0.79,0.66,0.93
e_1,0.88,1.54,0.77,1.03,0.9,0.77,1.09,1.04,1.0,1.71,0.99,1.04,1.13,0.96,0.73,1.1
d_1,0.98,0.97,1.56,0.72,0.85,0.71,1.11,1.68,0.85,0.93,1.22,1.23,1.19,0.97,1.0,0.97
c_1,0.89,0.83,0.96,1.57,1.38,0.64,0.97,0.64,0.93,0.81,0.79,1.04,1.06,0.93,0.86,1.01
b_1,0.94,0.81,1.04,0.77,1.59,1.35,1.14,1.0,0.92,0.99,0.87,0.94,1.17,0.72,0.9,1.19
a_1,1.09,0.9,1.05,1.16,0.67,1.76,1.27,1.25,1.07,1.1,1.26,1.12,1.22,0.87,0.91,1.19
h_1,1.44,1.09,1.21,1.05,1.02,0.8,1.81,1.24,1.41,1.34,1.33,1.29,1.2,0.96,0.98,1.6
c_0,1.38,1.19,1.09,1.24,0.96,0.88,1.36,1.81,1.07,1.33,2.14,1.34,1.47,1.39,1.26,1.26
g_1,1.09,1.05,1.6,1.14,1.08,0.95,1.22,1.52,1.9,1.25,1.15,1.78,1.43,1.32,1.22,1.13
d_0,1.33,1.01,0.85,1.95,1.09,0.96,1.12,1.15,1.17,1.71,1.24,1.2,1.43,1.25,1.0,1.31
b_0,1.36,1.23,1.19,1.34,1.03,0.66,1.08,1.26,1.51,1.55,1.82,1.26,1.68,2.12,1.25,1.51
f_0,1.16,1.07,1.19,1.32,1.34,0.98,1.37,1.4,1.17,1.38,1.45,1.79,1.68,1.34,2.08,1.17
h_0,1.55,1.17,1.21,1.3,1.11,0.98,1.19,1.46,1.54,1.42,1.37,1.18,1.31,1.21,1.14,1.82
a_0,1.47,1.22,1.26,1.32,1.39,0.73,1.7,1.43,1.26,1.5,1.16,1.42,1.71,1.86,1.24,1.55
e_0,1.39,1.08,1.22,1.35,1.41,0.98,1.57,1.39,1.4,1.47,1.4,1.1,1.61,1.31,1.92,1.61
g_0,1.29,1.14,1.75,1.34,1.1,0.91,1.31,1.52,1.19,1.28,1.25,2.02,1.26,1.19,1.26,1.29
