,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,6.06,1.7,1.44,1.19,1.22,1.44,6.26,5.57,14.02,3.4,8.2,8.02,8.57,10.63,9.31,12.38
f_1,1.47,6.03,2.74,1.46,1.34,1.57,4.45,5.25,5.41,6.13,6.36,3.15,6.85,11.46,4.75,8.39
e_1,1.29,1.64,6.42,2.02,1.47,1.38,5.68,4.91,7.24,13.99,7.64,7.72,7.22,9.2,4.22,10.64
c_1,1.4,1.37,1.29,6.67,3.02,1.29,5.83,4.99,3.11,6.69,6.81,7.18,7.36,11.51,7.45,9.98
b_1,1.41,1.66,1.4,1.57,7.35,2.92,4.53,5.48,5.2,7.45,3.13,7.32,6.19,11.98,7.71,11.14
a_1,1.87,1.67,1.31,1.63,1.47,11.24,5.08,6.51,7.61,6.1,6.23,7.32,2.75,12.84,6.88,8.75
h_1,2.04,2.36,1.67,1.7,1.78,1.59,16.53,8.7,7.62,6.91,9.71,9.35,8.68,8.3,11.79,17.6
g_1,2.81,1.44,2.0,1.67,1.68,1.59,6.34,19.58,8.96,6.48,9.69,14.14,8.51,10.84,11.31,6.26
c_0,2.02,2.09,1.94,1.19,1.52,2.01,7.86,7.45,16.12,9.74,17.18,9.53,13.23,12.66,10.47,13.21
d_0,0.94,1.66,1.75,3.97,1.73,1.77,6.52,5.88,6.4,17.65,8.86,9.76,8.12,13.51,9.09,14.41
b_0,1.75,2.23,1.8,2.1,1.11,1.39,7.59,7.19,9.38,10.15,19.83,11.93,18.91,14.92,12.38,17.88
f_0,2.31,1.16,1.69,2.02,1.98,1.87,7.61,6.7,9.4,8.18,9.85,18.79,10.01,13.69,18.85,14.62
a_0,1.83,2.1,1.75,2.15,1.88,1.05,7.15,6.69,8.5,8.68,8.27,10.84,23.66,16.7,10.94,15.52
h_0,2.03,2.66,2.01,1.63,1.79,1.43,4.28,9.44,9.81,9.35,8.18,7.32,9.54,7.32,9.46,14.61
e_0,1.98,2.16,1.14,1.8,1.74,1.95,8.57,8.04,8.82,8.3,8.73,9.7,14.08,15.02,24.84,14.74
g_0,2.74,1.64,1.6,2.09,1.49,1.82,7.48,4.58,9.62,7.62,8.18,13.68,8.71,11.59,11.35,11.65
