,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.76,0.94,1.12,0.89,0.73,0.48,0.58,0.42,0.4,0.41,0.45,0.36,0.29,0.34,0.36
f_1,1.31,1.0,0.94,0.91,0.85,0.58,0.41,0.42,0.44,0.39,0.44,0.34,0.32,0.29,0.35,0.26
d_1,1.05,1.06,1.0,0.93,0.83,0.77,0.5,0.43,0.4,0.58,0.41,0.42,0.34,0.36,0.25,0.3
c_1,0.9,1.11,1.09,1.0,1.28,0.75,0.55,0.34,0.46,0.41,0.39,0.38,0.36,0.33,0.32,0.29
b_1,1.13,1.18,1.21,0.78,1.0,1.23,0.61,0.5,0.48,0.58,0.49,0.48,0.36,0.33,0.34,0.42
a_1,1.36,1.73,1.32,1.34,0.81,1.0,0.59,0.61,0.71,0.52,0.51,0.52,0.54,0.48,0.46,0.38
h_1,2.07,2.52,2.06,1.81,1.62,1.59,1.0,0.92,1.06,0.83,0.87,0.82,0.78,0.6,0.89,0.72
d_0,1.77,2.27,2.38,2.94,2.16,1.55,1.11,1.0,0.97,0.81,0.86,0.87,0.85,0.8,0.77,0.78
g_1,2.33,2.23,2.5,2.13,2.06,1.47,0.95,1.02,1.0,0.94,1.01,1.09,0.7,0.77,0.73,0.76
c_0,2.38,2.51,1.7,2.46,1.73,1.99,1.24,1.19,1.01,1.0,1.38,1.07,0.92,0.83,0.91,0.88
b_0,2.47,2.26,2.42,2.63,2.06,1.92,1.16,1.2,1.02,0.72,1.0,1.07,0.84,1.07,0.85,0.76
f_0,2.25,2.86,2.43,2.48,2.25,1.8,1.21,1.11,0.91,0.95,0.96,1.0,0.84,0.77,0.7,1.12
h_0,2.79,3.13,2.81,2.77,2.6,1.66,1.32,1.16,1.46,1.07,1.18,1.19,1.0,0.78,1.03,0.86
a_0,3.34,3.3,2.84,2.91,3.13,1.97,1.64,1.22,1.36,1.13,0.96,1.3,1.35,1.0,1.01,1.12
g_0,2.92,2.87,3.78,3.16,3.03,2.25,1.14,1.32,1.41,1.05,1.15,1.44,0.94,0.98,1.0,1.27
e_0,2.97,3.63,3.31,3.36,2.61,2.59,1.34,1.21,1.23,1.15,1.25,0.92,1.16,0.96,0.81,1.0
